Term	list	set	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	database	direction
BioPlanet_2019.41	Activation of DNA fragmentation factor	1	13	0.0557300488159363	0.374577731654735	0	0	19.0613026819923	55.0344755260027	CASP3	BioPlanet_2019	up
BioPlanet_2019.42	CBL-mediated ligand-induced downregulation of EGF receptors	1	13	0.0557300488159363	0.374577731654735	0	0	19.0613026819923	55.0344755260027	MET	BioPlanet_2019	up
BioPlanet_2019.43	Melanocyte development and pigmentation pathway	1	13	0.0557300488159363	0.374577731654735	0	0	19.0613026819923	55.0344755260027	KIT	BioPlanet_2019	up
BioPlanet_2019.44	Extracellular matrix organization	2	93	0.063302572032336	0.374577731654735	0	0	5.06542294914388	13.9797027643082	MMP11;COL23A1	BioPlanet_2019	up
BioPlanet_2019.45	Stress induction of HSP regulation	1	15	0.0640269132494827	0.374577731654735	0	0	16.3366174055829	44.900404934219	CASP3	BioPlanet_2019	up
BioPlanet_2019.46	B cell survival pathway	1	16	0.0681482773262192	0.374577731654735	0	0	15.2467432950192	40.953810596681	CASP3	BioPlanet_2019	up
BioPlanet_2019.47	KIT signaling regulation	1	16	0.0681482773262192	0.374577731654735	0	0	15.2467432950192	40.953810596681	KIT	BioPlanet_2019	up
BioPlanet_2019.48	N-glycan precursor substrate biosynthesis	1	16	0.0681482773262192	0.374577731654735	0	0	15.2467432950192	40.953810596681	GFPT1	BioPlanet_2019	up
BioPlanet_2019.49	Granule cell survival pathway	2	99	0.0705934856554823	0.374577731654735	0	0	4.75065931431311	12.5931304189275	ADCYAP1;CASP3	BioPlanet_2019	up
BioPlanet_2019.50	Apoptotic cleavage of cellular proteins	1	17	0.0722516994220309	0.374577731654735	0	0	14.2931034482759	37.5565504858274	CASP3	BioPlanet_2019	up
BioPlanet_2019.51	Melanogenesis	2	101	0.0730823402282584	0.374577731654735	0	0	4.65421658444914	12.1762149375006	WNT5A;KIT	BioPlanet_2019	up
BioPlanet_2019.52	Amoebiasis	2	105	0.0781437670771678	0.374577731654735	0	0	4.47256717091894	11.4014905107942	ARG2;CASP3	BioPlanet_2019	up
BioPlanet_2019.53	G-protein-independent seven transmembrane receptor signaling	1	19	0.0804050261085207	0.374577731654735	0	0	12.7037037037037	32.0219539518703	MAPK13	BioPlanet_2019	up
BioPlanet_2019.54	Apoptosis modulation by HSP70	1	19	0.0804050261085207	0.374577731654735	0	0	12.7037037037037	32.0219539518703	CASP3	BioPlanet_2019	up
BioPlanet_2019.55	Ras activation upon calcium influx through NMDA receptor	1	19	0.0804050261085207	0.374577731654735	0	0	12.7037037037037	32.0219539518703	RASGRF2	BioPlanet_2019	up
BioPlanet_2019.56	Cell cycle progression regulation by PLK3	1	19	0.0804050261085207	0.374577731654735	0	0	12.7037037037037	32.0219539518703	CASP3	BioPlanet_2019	up
BioPlanet_2019.57	Wnt signaling pathway	3	231	0.0818602627797343	0.374577731654735	0	0	3.04705882352941	7.62600086862547	WNT5A;SOX4;DKK2	BioPlanet_2019	up
BioPlanet_2019.58	RNA polymerase III abortive and retractive initiation	1	20	0.0844550840845328	0.374577731654735	0	0	12.0344827586207	29.7436505826784	POLR3A	BioPlanet_2019	up
BioPlanet_2019.59	Apoptotic signaling in response to DNA damage	1	20	0.0844550840845328	0.374577731654735	0	0	12.0344827586207	29.7436505826784	CASP3	BioPlanet_2019	up
BioPlanet_2019.60	Interleukin-3 regulation of hematopoietic cells	1	20	0.0844550840845328	0.374577731654735	0	0	12.0344827586207	29.7436505826784	KIT	BioPlanet_2019	up
BioPlanet_2019.61	Signaling by Hippo	1	20	0.0844550840845328	0.374577731654735	0	0	12.0344827586207	29.7436505826784	CASP3	BioPlanet_2019	up
BioPlanet_2019.62	Urea cycle and metabolism of amino groups	1	20	0.0844550840845328	0.374577731654735	0	0	12.0344827586207	29.7436505826784	ARG2	BioPlanet_2019	up
BioPlanet_2019.63	Mitochondrial role in apoptotic signaling	1	21	0.0884875068847429	0.374577731654735	0	0	11.432183908046	27.7218330460451	CASP3	BioPlanet_2019	up
BioPlanet_2019.64	Fas signaling pathway	2	115	0.0912549509919102	0.374577731654735	0	0	4.07470672977979	9.75524735681763	CASP3;MAPK13	BioPlanet_2019	up
BioPlanet_2019.65	RNA polymerase III transcription termination	1	23	0.0964997501676387	0.374577731654735	0	0	10.3918495297806	24.2983769890205	POLR3A	BioPlanet_2019	up
BioPlanet_2019.66	Rho cell motility signaling pathway	1	23	0.0964997501676387	0.374577731654735	0	0	10.3918495297806	24.2983769890205	BAIAP2	BioPlanet_2019	up
BioPlanet_2019.67	Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	1	23	0.0964997501676387	0.374577731654735	0	0	10.3918495297806	24.2983769890205	MAPK13	BioPlanet_2019	up
BioPlanet_2019.68	G alpha s pathway	2	120	0.0980368528563415	0.374577731654735	0	0	3.90106424911313	9.05987772836058	PDE1A;MAPK13	BioPlanet_2019	up
BioPlanet_2019.69	Lysosome vesicle biogenesis	1	24	0.100479721486217	0.374577731654735	0	0	9.93953023488256	22.8390460941247	AP1S2	BioPlanet_2019	up
BioPlanet_2019.70	p75 neurotrophin receptor-mediated signaling	2	124	0.103562322126474	0.374577731654735	0	0	3.77239801753717	8.55422071475538	RASGRF2;CASP3	BioPlanet_2019	up
BioPlanet_2019.71	IGF1 receptor signaling through beta-arrestin	1	25	0.104442359257832	0.374577731654735	0	0	9.52490421455939	21.5179010930053	MAPK13	BioPlanet_2019	up
BioPlanet_2019.72	Corticotropin releasing hormone pathway	1	25	0.104442359257832	0.374577731654735	0	0	9.52490421455939	21.5179010930053	STAR	BioPlanet_2019	up
BioPlanet_2019.73	PIP2 hydrolysis	1	25	0.104442359257832	0.374577731654735	0	0	9.52490421455939	21.5179010930053	DGKG	BioPlanet_2019	up
BioPlanet_2019.74	GPCR ligand binding	4	410	0.106911482545656	0.374577731654735	0	0	2.28782547501759	5.11501507791993	ADCYAP1;WNT5A;CRH;RXFP1	BioPlanet_2019	up
BioPlanet_2019.75	BDNF signaling pathway	3	261	0.107943786125577	0.374577731654735	0	0	2.68864569083447	5.98531431773028	GFPT1;HMGB3;CHGB	BioPlanet_2019	up
BioPlanet_2019.76	RXR/VDR pathway	1	26	0.108387738125197	0.374577731654735	0	0	9.14344827586207	20.3171106715483	RXRG	BioPlanet_2019	up
BioPlanet_2019.77	Segmentation clock	1	26	0.108387738125197	0.374577731654735	0	0	9.14344827586207	20.3171106715483	DKK2	BioPlanet_2019	up
BioPlanet_2019.78	Cytokine-cytokine receptor interaction	3	265	0.111642273198599	0.374577731654735	0	0	2.64705882352941	5.80355869938458	KIT;MET;CRLF2	BioPlanet_2019	up
BioPlanet_2019.79	RNA polymerase III transcription initiation from type 2 promoter	1	27	0.112315932362021	0.374577731654735	0	0	8.79133510167993	19.2217227995376	POLR3A	BioPlanet_2019	up
BioPlanet_2019.80	BAD phosphorylation regulation	1	27	0.112315932362021	0.374577731654735	0	0	8.79133510167993	19.2217227995376	KIT	BioPlanet_2019	up
BioPlanet_2019.81	RNA polymerase III transcription initiation From type 3 promoter	1	28	0.116227015961519	0.374577731654735	0	0	8.46530438484461	18.2191124641592	POLR3A	BioPlanet_2019	up
BioPlanet_2019.82	Multi-step regulation of transcription by PITX2	1	28	0.116227015961519	0.374577731654735	0	0	8.46530438484461	18.2191124641592	DKK2	BioPlanet_2019	up
BioPlanet_2019.83	Nef in HIV-1 replication and disease pathogenesis	1	28	0.116227015961519	0.374577731654735	0	0	8.46530438484461	18.2191124641592	AP1S2	BioPlanet_2019	up
BioPlanet_2019.84	Nitric oxide stimulation of guanylate cyclase	1	28	0.116227015961519	0.374577731654735	0	0	8.46530438484461	18.2191124641592	PDE1A	BioPlanet_2019	up
BioPlanet_2019.85	RNA polymerase	1	29	0.120121062621797	0.374577731654735	0	0	8.16256157635468	17.2985509808811	POLR3A	BioPlanet_2019	up
BioPlanet_2019.86	Sema4D in semaphorin signaling	1	29	0.120121062621797	0.374577731654735	0	0	8.16256157635468	17.2985509808811	MET	BioPlanet_2019	up
BioPlanet_2019.87	Matrix metalloproteinases	1	29	0.120121062621797	0.374577731654735	0	0	8.16256157635468	17.2985509808811	MMP11	BioPlanet_2019	up
BioPlanet_2019.88	Thyroid cancer	1	29	0.120121062621797	0.374577731654735	0	0	8.16256157635468	17.2985509808811	RXRG	BioPlanet_2019	up
BioPlanet_2019.89	Adrenergic pathway	2	137	0.122075400862392	0.374577731654735	0	0	3.40689061154177	7.16508746806228	PDE1A;MAPK13	BioPlanet_2019	up
BioPlanet_2019.90	Activation of matrix metalloproteinases	1	30	0.123998145651223	0.374577731654735	0	0	7.88069758224336	16.4508668981946	MMP11	BioPlanet_2019	up
BioPlanet_2019.91	Apoptosis intrinsic pathway	1	30	0.123998145651223	0.374577731654735	0	0	7.88069758224336	16.4508668981946	CASP3	BioPlanet_2019	up
BioPlanet_2019.92	Retinoic acid receptor-mediated signaling	1	30	0.123998145651223	0.374577731654735	0	0	7.88069758224336	16.4508668981946	RXRG	BioPlanet_2019	up
BioPlanet_2019.93	Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	1	30	0.123998145651223	0.374577731654735	0	0	7.88069758224336	16.4508668981946	DKK2	BioPlanet_2019	up
BioPlanet_2019.94	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	1	30	0.123998145651223	0.374577731654735	0	0	7.88069758224336	16.4508668981946	GFPT1	BioPlanet_2019	up
BioPlanet_2019.95	TNFR1 signaling pathway	1	30	0.123998145651223	0.374577731654735	0	0	7.88069758224336	16.4508668981946	CASP3	BioPlanet_2019	up
BioPlanet_2019.96	Tumor necrosis factor (TNF) pathway	1	30	0.123998145651223	0.374577731654735	0	0	7.88069758224336	16.4508668981946	CASP3	BioPlanet_2019	up
BioPlanet_2019.97	Ras family activation regulation	1	31	0.127858338134572	0.376300151595381	0	0	7.6176245210728	15.6681766309292	RASGRF2	BioPlanet_2019	up
BioPlanet_2019.98	Stathmin and breast cancer resistance to antimicrotubule agents	1	31	0.127858338134572	0.376300151595381	0	0	7.6176245210728	15.6681766309292	MAPK13	BioPlanet_2019	up
BioPlanet_2019.99	Alanine, aspartate and glutamate metabolism	1	32	0.131701712785867	0.376300151595381	0	0	7.37152391546162	14.9436687571544	GFPT1	BioPlanet_2019	up
BioPlanet_2019.100	Glucagon-type ligand receptors	1	33	0.135528342055418	0.376300151595381	0	0	7.14080459770115	14.2714299361317	ADCYAP1	BioPlanet_2019	up
BioPlanet_2019.101	Syndecan 2 pathway	1	33	0.135528342055418	0.376300151595381	0	0	7.14080459770115	14.2714299361317	CASP3	BioPlanet_2019	up
BioPlanet_2019.102	Fluoropyrimidine activity	1	33	0.135528342055418	0.376300151595381	0	0	7.14080459770115	14.2714299361317	GGH	BioPlanet_2019	up
BioPlanet_2019.103	Signaling by GPCR	7	977	0.13847202226952	0.376300151595381	0	0	1.68759068346697	3.33651356622295	DGKG;ADCYAP1;RASGRF2;PDE1A;WNT5A;CRH;RXFP1	BioPlanet_2019	up
BioPlanet_2019.104	Induction of apoptosis through DR3 and DR4/5 death receptors	1	34	0.139338298011598	0.376300151595381	0	0	6.92406826889586	13.646303438163	CASP3	BioPlanet_2019	up
BioPlanet_2019.105	Arf6 signal transduction regulation	1	35	0.143131652541046	0.376300151595381	0	0	6.72008113590264	13.0637733842088	MET	BioPlanet_2019	up
BioPlanet_2019.106	Integrated cancer pathway	1	35	0.143131652541046	0.376300151595381	0	0	6.72008113590264	13.0637733842088	CASP3	BioPlanet_2019	up
BioPlanet_2019.107	Ether lipid metabolism	1	35	0.143131652541046	0.376300151595381	0	0	6.72008113590264	13.0637733842088	PAFAH1B3	BioPlanet_2019	up
BioPlanet_2019.108	Integrated breast cancer pathway	2	152	0.144341315150824	0.376300151595381	0	0	3.06387596899225	5.93036031899559	CASP3;JAKMIP1	BioPlanet_2019	up
BioPlanet_2019.109	EGFR1 pathway	2	152	0.144341315150824	0.376300151595381	0	0	3.06387596899225	5.93036031899559	HMGB3;MET	BioPlanet_2019	up
BioPlanet_2019.110	Signaling to ERKs	1	36	0.146908477085872	0.376300151595381	0	0	6.52775041050903	12.5198694659501	MAPK13	BioPlanet_2019	up
BioPlanet_2019.111	Steroid hormone, vitamin A, and vitamin D metabolism	1	36	0.146908477085872	0.376300151595381	0	0	6.52775041050903	12.5198694659501	STAR	BioPlanet_2019	up
BioPlanet_2019.112	Myometrial relaxation and contraction pathways	2	155	0.148893215973102	0.376300151595381	0	0	3.00334397324821	5.71994638753383	CRH;RXFP1	BioPlanet_2019	up
BioPlanet_2019.113	Activation of NMDA receptor upon glutamate binding and postsynaptic events	1	37	0.150668842885917	0.376300151595381	0	0	6.34610472541507	12.011088021306	RASGRF2	BioPlanet_2019	up
BioPlanet_2019.114	RAC1 activity regulation	1	38	0.15441282082707	0.376300151595381	0	0	6.17427772600186	11.534326333281	RASGRF2	BioPlanet_2019	up
BioPlanet_2019.115	Signaling of hepatocyte growth factor receptor	1	38	0.15441282082707	0.376300151595381	0	0	6.17427772600186	11.534326333281	MET	BioPlanet_2019	up
BioPlanet_2019.116	Striated muscle contraction	1	38	0.15441282082707	0.376300151595381	0	0	6.17427772600186	11.534326333281	NEB	BioPlanet_2019	up
BioPlanet_2019.117	Trefoil factor initiation of mucosal healing	1	38	0.15441282082707	0.376300151595381	0	0	6.17427772600186	11.534326333281	CASP3	BioPlanet_2019	up
BioPlanet_2019.118	EGFR interaction with phospholipase C-gamma	1	38	0.15441282082707	0.376300151595381	0	0	6.17427772600186	11.534326333281	PDE1A	BioPlanet_2019	up
BioPlanet_2019.119	Nuclear receptors	1	38	0.15441282082707	0.376300151595381	0	0	6.17427772600186	11.534326333281	RXRG	BioPlanet_2019	up
BioPlanet_2019.120	Vitamin A and carotenoid metabolism	1	39	0.158140481504937	0.379014377160593	0	0	6.01149425287356	11.086827628444	RXRG	BioPlanet_2019	up
BioPlanet_2019.121	FAS pathway and stress induction of heat shock protein regulation	1	39	0.158140481504937	0.379014377160593	0	0	6.01149425287356	11.086827628444	CASP3	BioPlanet_2019	up
BioPlanet_2019.122	MAPK signaling pathway	3	314	0.160551774819234	0.380549945989423	0	0	2.22443729903537	4.06880458048088	RASGRF2;CASP3;MAPK13	BioPlanet_2019	up
BioPlanet_2019.123	PAC1 receptor pathway	1	40	0.161851895222392	0.380549945989423	0	0	5.8570586501621	10.6661348166384	ADCYAP1	BioPlanet_2019	up
BioPlanet_2019.124	Purine metabolism	2	164	0.162717907940305	0.380549945989423	0	0	2.8351995406259	5.14797728546442	POLR3A;PDE1A	BioPlanet_2019	up
BioPlanet_2019.125	Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)	1	42	0.169226261469721	0.386422171859994	0	0	5.57078777684329	9.89660829285747	MET	BioPlanet_2019	up
BioPlanet_2019.126	TWEAK signaling pathway	1	42	0.169226261469721	0.386422171859994	0	0	5.57078777684329	9.89660829285747	CASP3	BioPlanet_2019	up
BioPlanet_2019.127	Netrin-1 signaling	1	42	0.169226261469721	0.386422171859994	0	0	5.57078777684329	9.89660829285747	SLIT1	BioPlanet_2019	up
BioPlanet_2019.128	Voltage-gated potassium channels	1	43	0.17288935311385	0.391702440648566	0	0	5.43787629994527	9.54403554431145	KCNH1	BioPlanet_2019	up
BioPlanet_2019.129	G-protein-mediated events	1	44	0.176536476013655	0.396864946077208	0	0	5.31114675220529	9.21073814038622	PDE1A	BioPlanet_2019	up
BioPlanet_2019.130	RNA polymerase III transcription	1	45	0.180167698994404	0.401912559295209	0	0	5.1901776384535	8.89527522055299	POLR3A	BioPlanet_2019	up
BioPlanet_2019.131	Syndecan 1 pathway	1	46	0.18378309053924	0.405864300034855	0	0	5.07458492975734	8.59634216450994	MET	BioPlanet_2019	up
BioPlanet_2019.132	Regulation of NFAT transcription factors	1	47	0.187382718905278	0.405864300034855	0	0	4.9640179910045	8.31275509339894	CASP3	BioPlanet_2019	up
BioPlanet_2019.133	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	1	47	0.187382718905278	0.405864300034855	0	0	4.9640179910045	8.31275509339894	MAPK13	BioPlanet_2019	up
BioPlanet_2019.134	Activation of chaperones by IRE1 alpha	1	48	0.190966652035684	0.405864300034855	0	0	4.85815602836879	8.04343742590779	GFPT1	BioPlanet_2019	up
BioPlanet_2019.135	Presenilin action in Notch and Wnt signaling	1	48	0.190966652035684	0.405864300034855	0	0	4.85815602836879	8.04343742590779	DKK2	BioPlanet_2019	up
BioPlanet_2019.136	Diurnally regulated genes with circadian orthologs	1	48	0.190966652035684	0.405864300034855	0	0	4.85815602836879	8.04343742590779	STBD1	BioPlanet_2019	up
BioPlanet_2019.137	G alpha 12 pathway	1	49	0.194534957602913	0.405864300034855	0	0	4.75670498084291	7.78740817211223	MAPK13	BioPlanet_2019	up
BioPlanet_2019.138	Glycerolipid metabolism	1	49	0.194534957602913	0.405864300034855	0	0	4.75670498084291	7.78740817211223	DGKG	BioPlanet_2019	up
BioPlanet_2019.139	Muscle contraction	1	49	0.194534957602913	0.405864300034855	0	0	4.75670498084291	7.78740817211223	NEB	BioPlanet_2019	up
BioPlanet_2019.140	Malaria	1	51	0.201624955085694	0.414689623935115	0	0	4.56597701149425	7.31170886500149	MET	BioPlanet_2019	up
BioPlanet_2019.141	Nuclear receptor transcription pathway	1	51	0.201624955085694	0.414689623935115	0	0	4.56597701149425	7.31170886500149	RXRG	BioPlanet_2019	up
BioPlanet_2019.142	Apoptotic execution  phase	1	52	0.205146780865698	0.415688388826839	0	0	4.47622267297724	7.09046899456539	CASP3	BioPlanet_2019	up
BioPlanet_2019.143	Taste transduction	1	52	0.205146780865698	0.415688388826839	0	0	4.47622267297724	7.09046899456539	PDE1A	BioPlanet_2019	up
BioPlanet_2019.144	Androgen receptor regulation of biosynthesis and transcription	1	53	0.208653246811884	0.415688388826839	0	0	4.38992042440318	6.87936313193741	RXRG	BioPlanet_2019	up
BioPlanet_2019.145	Phospholipase C-mediated cascade	1	54	0.212144419125421	0.415688388826839	0	0	4.30687486445457	6.67775785490634	PDE1A	BioPlanet_2019	up
BioPlanet_2019.146	Arginine and proline metabolism	1	54	0.212144419125421	0.415688388826839	0	0	4.30687486445457	6.67775785490634	ARG2	BioPlanet_2019	up
BioPlanet_2019.147	Kit receptor signaling pathway	1	54	0.212144419125421	0.415688388826839	0	0	4.30687486445457	6.67775785490634	KIT	BioPlanet_2019	up
BioPlanet_2019.148	Non-small cell lung cancer	1	54	0.212144419125421	0.415688388826839	0	0	4.30687486445457	6.67775785490634	RXRG	BioPlanet_2019	up
BioPlanet_2019.149	Basal cell carcinoma	1	55	0.215620363727742	0.416866036540301	0	0	4.22690506598553	6.48506989114524	WNT5A	BioPlanet_2019	up
BioPlanet_2019.150	Calcineurin-dependent NFAT signaling role in lymphocytes	1	55	0.215620363727742	0.416866036540301	0	0	4.22690506598553	6.48506989114524	CASP3	BioPlanet_2019	up
BioPlanet_2019.151	Cytosolic DNA-sensing pathway	1	56	0.219081146296165	0.419044034675845	0	0	4.14984326018809	6.30076132995711	POLR3A	BioPlanet_2019	up
BioPlanet_2019.152	Endocytosis	2	201	0.221494346552024	0.419044034675845	0	0	2.30372794203576	3.4725432346129	KIT;MET	BioPlanet_2019	up
BioPlanet_2019.153	Acute myeloid leukemia	1	57	0.222526832207173	0.419044034675845	0	0	4.07553366174056	6.12433536866135	KIT	BioPlanet_2019	up
BioPlanet_2019.154	Keratinocyte differentiation	1	57	0.222526832207173	0.419044034675845	0	0	4.07553366174056	6.12433536866135	MAPK13	BioPlanet_2019	up
BioPlanet_2019.155	HIV-1 Nef as negative effector of Fas and TNF	1	58	0.225957486540273	0.422755389186929	0	0	4.00383141762452	5.95533252303281	CASP3	BioPlanet_2019	up
BioPlanet_2019.156	ATF2 transcription factor network	1	59	0.229373174143484	0.422755389186929	0	0	3.9346016646849	5.79332724412955	HRK	BioPlanet_2019	up
BioPlanet_2019.157	Caspase cascade in apoptosis	1	59	0.229373174143484	0.422755389186929	0	0	3.9346016646849	5.79332724412955	CASP3	BioPlanet_2019	up
BioPlanet_2019.158	RAGE pathway	1	60	0.232773959583601	0.422755389186929	0	0	3.86771868303137	5.63792489480946	CASP3	BioPlanet_2019	up
