Term	list	set	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	database	direction
BioPlanet_2019.30	PDGFB signaling pathway	19	129	4.53473237926885e-08	1.50704272737702e-06	0	0	5.19857732252098	87.9023003748596	LYN;ACTR3;DOCK4;ARPC1B;SPHK1;PDGFB;SLA;PLA2G4A;ARPC5;PIK3CG;RHOA;PIK3R5;FGR;DOK1;HCK;NRAS;MYC;WASF2;SIPA1	BioPlanet_2019	up
BioPlanet_2019.31	Immune system signaling by interferons, interleukins, prolactin, and growth hormones	29	280	5.38566585998426e-08	1.73209963303365e-06	0	0	3.50672983740713	58.6919261488618	IL1RN;UBA7;IFI30;CSF2RA;ICAM1;SOCS3;NRAS;INPP5D;BLNK;CASP1;B2M;LYN;SYK;IRAK4;VAV1;PSMB8;NFKB2;HCK;IL1A;ADAM17;TEC;TNIP2;IL1B;IRF1;IRF8;IRF5;PTPN6;IL6ST;MYD88	BioPlanet_2019	up
BioPlanet_2019.32	Alpha-M beta-2 integrin signaling	11	41	5.78100551693197e-08	1.76817968535568e-06	0	0	10.9444616177228	182.401525821163	LYN;FGR;HCK;ITGAM;SELPLG;ROCK1;ITGB2;PLAUR;TNF;RHOA;ICAM1	BioPlanet_2019	up
BioPlanet_2019.33	Natural killer cell receptor signaling pathway	13	60	5.85255061351427e-08	1.76817968535568e-06	0	0	8.27428665677058	137.79834139886	SYK;PILRA;VAV1;LAT2;NRAS;TYROBP;INPP5D;RAC2;PLCG2;TSPO;LCP2;PTPN6;HCST	BioPlanet_2019	up
BioPlanet_2019.34	Glycoprotein VI-mediated activation cascade	10	33	6.47728402962625e-08	1.89936828751099e-06	0	0	12.9622920021471	214.556775795961	LYN;FCER1G;SYK;PLCG2;RAC2;LCP2;PIK3CG;RHOA;VAV1;PIK3R5	BioPlanet_2019	up
BioPlanet_2019.35	Platelet activation, signaling and aggregation	24	205	7.67946081499027e-08	2.18754926644151e-06	0	0	4.00738972061976	65.6495849967992	LYN;P2RY12;SRGN;FCER1G;TGFB1;SYK;PROS1;SERPINF2;PLEK;PDGFB;ITPR2;PLA2G4A;RHOA;VAV1;PIK3CG;PIK3R5;APBB1IP;GNA13;GNA15;GNGT2;PLCG2;RAC2;LCP2;CD36	BioPlanet_2019	up
BioPlanet_2019.36	Binding of chemokines to chemokine receptors	12	54	1.40751235168949e-07	3.89802726287339e-06	0	0	8.53604599734631	134.666981703141	CX3CR1;CXCL10;CCL7;CCL5;CCL4;CCL3;CCL2;CCR6;CXCR6;CXCL13;CCR5;CXCL16	BioPlanet_2019	up
BioPlanet_2019.37	Fc epsilon receptor I signaling pathway	14	79	2.61800746514997e-07	7.05446876420142e-06	0	0	6.44715719063545	97.7110650363355	LYN;FCER1G;SYK;PLA2G4A;TNF;PIK3CG;VAV1;PIK3R5;NRAS;INPP5D;RAC2;BTK;PLCG2;LCP2	BioPlanet_2019	up
BioPlanet_2019.38	Cell surface interactions at the vascular wall	15	94	4.08690625007296e-07	1.07227513982177e-05	0	0	5.68822961985944	83.6756061857726	LYN;CD84;ITGAM;FCER1G;SELPLG;PROS1;ITGB2;MERTK;NRAS;SLC7A7;INPP5D;ITGAX;CD48;PTPN6;ITGA5	BioPlanet_2019	up
BioPlanet_2019.39	NF-kappaB activation by non-typeable Hemophilus influenzae	9	31	4.50416163931022e-07	1.15144850112623e-05	0	0	12.1781762151562	177.960832231804	NFKBIA;SMAD3;TGFB1;IL1B;TNF;TGFBR1;MYD88;TGFBR2;TLR2	BioPlanet_2019	up
BioPlanet_2019.40	Actin cytoskeleton regulation	24	226	4.77773769725301e-07	1.19085112104031e-05	0	0	3.58684448886529	52.203395606141	ITGAM;ITGB5;ROCK1;ARPC1B;ITGB2;PDGFB;WAS;MSN;ARPC5;SSH2;RHOA;VAV1;PIK3CG;PIK3R5;PPP1CB;GNA13;NRAS;ABI2;RAC2;ITGAX;NCKAP1L;CD14;ITGA5;WASF2	BioPlanet_2019	up
BioPlanet_2019.41	Natural killer cell-mediated cytotoxicity	18	137	5.9002805521799e-07	1.43477553915204e-05	0	0	4.54325105042017	65.1642848322839	FCER1G;SYK;ITGB2;NFATC1;TNF;PIK3CG;VAV1;ICAM1;PIK3R5;NRAS;TYROBP;SH3BP2;PLCG2;RAC2;CD48;LCP2;PTPN6;HCST	BioPlanet_2019	up
BioPlanet_2019.42	Endogenous Toll-like receptor signaling	8	24	6.06577971797959e-07	1.43990056638706e-05	0	0	14.8661538461538	212.815422760135	TLR1;LY96;IRAK4;CD14;RHOA;MYD88;TLR3;TLR2	BioPlanet_2019	up
BioPlanet_2019.43	RANKL regulation of apoptosis and immune response	13	74	7.76631540501612e-07	1.80070150204676e-05	0	0	6.37064430041937	89.6241339814152	CD86;CSF3R;NFATC1;TNF;CSF2RA;ICAM1;RELB;PYCARD;CALCR;CCL5;CCL3;TXNIP;CCL2	BioPlanet_2019	up
BioPlanet_2019.44	Antigen processing: cross presentation	13	79	1.68434733476612e-06	3.81657793809505e-05	0	0	5.88649283533004	78.2558151693404	ITGB5;NCF1;NCF2;NCF4;TAP2;CYBB;CYBA;CTSS;PSMB8;TAPBP;PSMB9;CD36;B2M	BioPlanet_2019	up
BioPlanet_2019.45	TGF-beta regulation of extracellular matrix	41	565	2.06196460509412e-06	4.5683971361752e-05	0	0	2.38638697464956	31.2422235066808	ASAH1;NRP2;ITGAM;CSF1;HPN;GCNT1;FGL2;TNFAIP2;LY96;LPL;TFPI;SAT1;PTGS1;SDCBP;GPNMB;CCL7;CTSL;MYC;EPB41L2;CREG1;EIF4EBP1;CASP1;CD36;JUNB;CTSC;ACTR3;KLF10;SMAD3;TGFB1;GOLM1;DENND4A;LHFPL2;SKI;NPC2;IL1B;APOC1;ALOX5AP;PLIN2;ANG;TGFBI;ATF3	BioPlanet_2019	up
BioPlanet_2019.46	Rac1 cell motility signaling pathway	12	71	3.15233709354578e-06	6.83234800492422e-05	0	0	6.07115495618408	76.9055445790065	ACTR3;NCF1;ABI2;NCF2;ARPC1B;CYBB;CYBA;ARPC5;PLCB2;WASF2;PIK3CG;VAV1	BioPlanet_2019	up
BioPlanet_2019.47	Adhesion and diapedesis of granulocytes	6	15	4.81272208389159e-06	0.000102091147183828	0	0	19.7678936605317	242.042986726258	IL1A;ITGAM;SELPLG;ITGB2;TNF;ICAM1	BioPlanet_2019	up
BioPlanet_2019.48	Hematopoietic cell lineage	13	88	5.84238613037521e-06	0.000121351228583002	0	0	5.17769509043928	62.3931481139972	CSF1R;CSF3R;ITGAM;CSF1;TNF;CSF2RA;IL1A;IL1B;CD37;CD36;ITGA5;CD14;CD22	BioPlanet_2019	up
BioPlanet_2019.49	BDNF signaling pathway	24	261	6.13506190728653e-06	0.000124829729011524	0	0	3.05155133170946	36.6231639790972	KLF10;DUSP5;CDKN1A;DOCK4;BTG1;ITGB5;GDF15;ARPC1B;FNDC3A;EMP3;PTGS1;TGFBR2;ZFP36;MARCKS;BCL2L11;MYC;SPP1;TXNIP;TGFBI;JUNB;CLIC1;PDLIM4;ATF3;LIMS1	BioPlanet_2019	up
BioPlanet_2019.50	RANKL signaling pathway	10	54	8.97879244806293e-06	0.000179037121414375	0	0	6.76837822671156	78.6529216539051	LYN;NFKBIA;SPI1;CALCR;SYK;MITF;NFATC1;ICAM1;RELB;NFKB2	BioPlanet_2019	up
BioPlanet_2019.51	Signaling by TGF-beta receptor complex	11	66	9.3124089184414e-06	0.000182048464542864	0	0	5.96197836166924	69.0645276826283	PPP1CB;TGIF1;SKI;SMAD3;TGFB1;MYC;UBE2D3;JUNB;RHOA;TGFBR1;TGFBR2	BioPlanet_2019	up
BioPlanet_2019.52	Signaling by the B cell receptor (BCR)	17	151	1.0176195684146e-05	0.000195108982636415	0	0	3.80161594523482	43.7013214547329	LYN;IGHM;CDKN1A;SYK;ITPR2;VAV1;PSMB8;RASGRP3;PSMB9;NFKBIA;NRAS;BTK;PLCG2;BLNK;ORAI1;PIK3AP1;CARD11	BioPlanet_2019	up
BioPlanet_2019.53	T cell receptor signaling in naive CD4+ T cells	11	67	1.0814605545212e-05	0.000203437013746724	0	0	5.85521086332524	66.9520700925052	CD86;NRAS;PTPRC;SH3BP2;WAS;ORAI1;LCP2;PTPN6;VAV1;CARD11;FYB	BioPlanet_2019	up
BioPlanet_2019.54	Cytosolic DNA-sensing pathway	10	56	1.25919382483759e-05	0.000232484489511681	0	0	6.47342995169082	73.0361741654696	PYCARD;ZBP1;NFKBIA;CXCL10;AIM2;RIPK3;IL1B;CCL5;CCL4;CASP1	BioPlanet_2019	up
BioPlanet_2019.55	Antigen processing and presentation	12	81	1.29045625929151e-05	0.000233518882653462	0	0	5.1885852739265	58.4127278399707	CD74;CTSL;TAP2;IFI30;TNF;B2M;CTSS;PSMB8;CTSB;TAPBP;PSMB9;LGMN	BioPlanet_2019	up
BioPlanet_2019.56	Interleukin-3, interleukin-5, and GM-CSF signaling	9	45	1.31164066485395e-05	0.000233518882653462	0	0	7.43682588597843	83.6021691457965	LYN;HCK;TEC;SYK;INPP5D;BLNK;PTPN6;CSF2RA;VAV1	BioPlanet_2019	up
BioPlanet_2019.57	Interleukin-9 regulation of target genes	7	26	1.53965666135376e-05	0.000269304858135034	0	0	10.9354838709677	121.180099386277	SOCS3;CCL7;MYC;BCL3;CCL3;CCL2;JUNB	BioPlanet_2019	up
BioPlanet_2019.58	MSP/RON receptor signaling pathway	4	6	1.65194513122128e-05	0.00027673188487733	0	0	59.1437308868502	651.229965005411	CSF1;IL1B;CCL2;TNF	BioPlanet_2019	up
BioPlanet_2019.59	AP-1 transcription factor network	11	70	1.66538747167902e-05	0.00027673188487733	0	0	5.55662379168522	61.1387961768056	ELF1;MAF;BCL2L11;TGFB1;CBFB;MYC;CCL2;NFATC1;JUNB;HIF1A;ATF3	BioPlanet_2019	up
BioPlanet_2019.60	Complement and coagulation cascades	11	70	1.66538747167902e-05	0.00027673188487733	0	0	5.55662379168522	61.1387961768056	C1QB;C1QA;F9;CFH;PROS1;SERPINF2;C5AR1;C3AR1;PLAUR;TFPI;C1QC	BioPlanet_2019	up
BioPlanet_2019.61	Interleukin-6 signaling pathway	11	71	1.91291730236173e-05	0.000312652221386007	0	0	5.46373003606388	59.3595804017864	HCK;SOCS3;PTPRE;CEBPB;MYC;IRF1;MITF;IL6ST;JUNB;VAV1;MCL1	BioPlanet_2019	up
BioPlanet_2019.62	TWEAK regulation of gene expression	7	27	2.01982147466121e-05	0.000324800324231811	0	0	10.3881720430108	112.295270672487	CXCL10;CCL5;CCL3;SPP1;CCL2;TNF;ICAM1	BioPlanet_2019	up
BioPlanet_2019.63	Latent infection of Homo sapiens with Mycobacterium tuberculosis	8	37	2.18138049044433e-05	0.000345212118884603	0	0	8.19649867374005	87.9727541748697	NCF1;NCF2;SLC11A1;NCF4;CYBB;CYBA;TCIRG1;ATP6V0D2	BioPlanet_2019	up
BioPlanet_2019.64	Chronic myeloid leukemia	11	73	2.50487886040073e-05	0.000390213159971801	0	0	5.28693224310714	56.0133822117163	NFKBIA;CDKN1A;NRAS;SMAD3;TGFB1;MYC;PIK3CG;TGFBR1;RUNX1;TGFBR2;PIK3R5	BioPlanet_2019	up
BioPlanet_2019.65	Type II interferon signaling (interferon-gamma)	9	50	3.20264299161888e-05	0.000491236163483696	0	0	6.52820474275621	67.5600583437388	SOCS3;CXCL10;SPI1;IL1B;IRF1;CYBB;IRF8;ICAM1;PSMB9	BioPlanet_2019	up
BioPlanet_2019.66	Interleukin-1 processing	4	7	3.75393209149784e-05	0.000561988059011404	0	0	39.4271151885831	401.767098763667	IL1A;IL1B;CASP1;NFKB2	BioPlanet_2019	up
BioPlanet_2019.67	Malaria	9	51	3.77664994521205e-05	0.000561988059011404	0	0	6.37244111820383	64.8975017992183	TGFB1;IL1B;ITGB2;CCL2;CD36;TNF;MYD88;ICAM1;TLR2	BioPlanet_2019	up
BioPlanet_2019.68	Amoebiasis	13	105	4.0752854045738e-05	0.000597508757111777	0	0	4.21722278395686	42.6276233041815	TGFB1;ITGAM;ITGB2;TNF;PIK3CG;PIK3R5;GNA15;IL1B;IL12B;CD14;RAB7B;PLCB2;TLR2	BioPlanet_2019	up
BioPlanet_2019.69	Signaling events mediated by PTP1B	9	52	4.43530141804699e-05	0.000640868915042442	0	0	6.22392231339807	62.3844265446916	FGR;LYN;DOK1;HCK;CSF1R;SOCS3;CSF1;PDGFB;RHOA	BioPlanet_2019	up
BioPlanet_2019.70	Fc epsilon receptor I signaling in mast cells	8	41	4.80724134881724e-05	0.000684688517824399	0	0	7.20149184149184	71.6030079853235	LYN;FCER1G;SYK;BTK;PLA2G4A;NFATC1;PIK3CG;VAV1	BioPlanet_2019	up
