Term	list	set	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	database	direction
BioPlanet_2019.18	NF-kappaB activation through FADD/RIP-1 pathway	3	12	0.000218068915661147	0.0065420674698344	0	0	32.6501650165017	275.263727210281	IFIH1;DDX58;TRIM25	BioPlanet_2019	up
BioPlanet_2019.19	TRAF6-mediated IRF7 activation	4	30	0.000238358739769665	0.00677440628819047	0	0	15.131266743207	126.22099785452	IFIH1;DDX58;IRF7;TRIM25	BioPlanet_2019	up
BioPlanet_2019.20	Hemostasis pathway	14	468	0.000352198602391007	0.00847409679554553	0	0	3.12260995917614	24.8288564384309	ITGB1;DOCK9;FN1;AK3;PLAT;GNAI2;RAP1B;EHD2;GNG5;GNB4;IRF7;SERPING1;FLNA;TIMP1	BioPlanet_2019	up
BioPlanet_2019.21	Signaling by NOTCH2	3	14	0.000355384328799438	0.00847409679554553	0	0	26.7110711071107	212.147626871046	JAG2;NOTCH3;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.22	Initiation of the second proteolytic cleavage of Notch receptor by receptor-ligand binding	3	14	0.000355384328799438	0.00847409679554553	0	0	26.7110711071107	212.147626871046	JAG2;NOTCH3;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.23	RAGE pathway	5	60	0.000372367477635521	0.00847409679554553	0	0	8.97272727272727	70.8453287877678	ITGB1;DDAH2;FN1;TIMP1;PTGES	BioPlanet_2019	up
BioPlanet_2019.24	BDNF signaling pathway	10	261	0.000376626524246468	0.00847409679554553	0	0	3.99305342731638	31.4822574926824	IFITM2;GADD45A;HPCAL1;HSPB1;PLAT;TIMP1;PLP2;NTS;S100A11;S100A10	BioPlanet_2019	up
BioPlanet_2019.25	FSH regulation of apoptosis	10	263	0.00039994160887935	0.00863873875179396	0	0	3.961082395865	30.9922691903494	IFITM2;ANXA4;MBD2;SNAP23;CEBPG;PLCE1;ISG15;IFI35;TIMP1;PLA1A	BioPlanet_2019	up
BioPlanet_2019.26	Signaling events mediated by focal adhesion kinase	5	62	0.000433955894550898	0.00881766180156054	0	0	8.65701754385965	67.0275440194129	ITGB1;RAP1B;CCND1;RRAS;PXN	BioPlanet_2019	up
BioPlanet_2019.27	Mu-calpain pathway	3	15	0.000440883090078027	0.00881766180156054	0	0	24.4839108910891	189.180588864732	ITGB1;CAPNS1;PXN	BioPlanet_2019	up
BioPlanet_2019.28	Cell-extracellular matrix interactions	3	16	0.000538538494618096	0.0103860995390633	0	0	22.5993907083016	170.097739759614	ITGB1;PXN;FLNA	BioPlanet_2019	up
BioPlanet_2019.29	Focal adhesion	9	233	0.000694388678665719	0.0129299960854996	0	0	4.01191235422741	29.1765471364314	RAP1B;ITGB1;CCND1;CAV2;PDGFD;PXN;FN1;FLNA;PGF	BioPlanet_2019	up
BioPlanet_2019.30	Myc repressed pathway	5	73	0.000919804819754836	0.0165564867555871	0	0	7.25257352941177	50.7052731482422	ITGB1;LGALS1;CCND1;CEBPD;GADD45A	BioPlanet_2019	up
BioPlanet_2019.31	Maturation of Notch precursor via proteolytic cleavage	2	5	0.00102446219062758	0.0178454704173836	0	0	64.9983579638752	447.421884151159	NOTCH3;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.32	CXCR4 signaling pathway	6	116	0.00125588274573842	0.0209780578812413	0	0	5.39561443581544	36.0422542783604	RAP1B;ITGB1;STAT2;PXN;RHOC;GNAI2	BioPlanet_2019	up
BioPlanet_2019.33	Platelet activation, signaling and aggregation	8	205	0.00128199242607586	0.0209780578812413	0	0	4.0398876549254	26.9029847626992	RAP1B;GNG5;FN1;GNB4;SERPING1;FLNA;TIMP1;GNAI2	BioPlanet_2019	up
BioPlanet_2019.34	TRAF6 mediated NF-kB activation	3	22	0.00141540961867125	0.0222225727539585	0	0	15.4580510682647	101.410013652711	IFIH1;DDX58;TRIM25	BioPlanet_2019	up
BioPlanet_2019.35	Oncostatin M	10	311	0.00144035193775657	0.0222225727539585	0	0	3.32123690263225	21.7304139665948	CCND1;CEBPD;FN1;LCN2;PLAT;CXCL1;TIMP1;OSMR;PGF;FOSL2	BioPlanet_2019	up
BioPlanet_2019.36	Pre-NOTCH Processing in the endoplasmic reticulum	2	6	0.00152632313914377	0.0228948470871565	0	0	48.7463054187192	316.11460466099	NOTCH3;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.37	Plexin D1 signaling	3	24	0.00183243585672847	0.0267436584495506	0	0	13.984441301273	88.131475174252	ITGB1;NRP1;RRAS	BioPlanet_2019	up
BioPlanet_2019.38	Alpha-9 beta-1 integrin pathway	3	25	0.00206669757301268	0.0286158125494064	0	0	13.3481098109811	82.5153895589622	ITGB1;PXN;FN1	BioPlanet_2019	up
BioPlanet_2019.39	Interferon alpha signaling regulation	3	25	0.00206669757301268	0.0286158125494064	0	0	13.3481098109811	82.5153895589622	IFNAR2;STAT2;USP18	BioPlanet_2019	up
BioPlanet_2019.40	Thymic stromal lymphopoietin (TSLP) pathway	5	90	0.00233984117284362	0.0315878558333889	0	0	5.79705882352941	35.1166822322419	IL3RA;PSME1;PSME2;CXCL1;IL2RG	BioPlanet_2019	up
BioPlanet_2019.41	ADP signalling through P2Y purinoceptor 12	3	27	0.00258905585180758	0.0340997599994168	0	0	12.2345297029703	72.874511333494	GNG5;GNB4;GNAI2	BioPlanet_2019	up
BioPlanet_2019.42	CHL1 interactions	2	8	0.00281085528693078	0.0352991129056423	0	0	32.4942528735632	190.879900102571	ITGB1;NRP1	BioPlanet_2019	up
BioPlanet_2019.43	Support of platelet aggregation by Eph kinases and ephrins	2	8	0.00281085528693078	0.0352991129056423	0	0	32.4942528735632	190.879900102571	ITGB1;RAP1B	BioPlanet_2019	up
BioPlanet_2019.44	G-protein activation	3	28	0.00287802847588397	0.0353212585676669	0	0	11.7445544554455	68.7132748967338	GNG5;GNB4;GNAI2	BioPlanet_2019	up
BioPlanet_2019.45	Inhibition of insulin secretion by adrenaline/noradrenaline	3	29	0.00318608236516728	0.0380286912784529	0	0	11.2922696115765	64.9188426177066	GNG5;GNB4;GNAI2	BioPlanet_2019	up
BioPlanet_2019.46	Interferon-gamma signaling pathway	5	97	0.00323948110890525	0.0380286912784529	0	0	5.35407608695652	30.691395832551	RAP1B;GBP5;IRF7;IRF9;GBP3	BioPlanet_2019	up
BioPlanet_2019.47	Chemokine signaling pathway	7	189	0.00341564787554232	0.0392436138892096	0	0	3.80982905982906	21.6374977846593	RAP1B;GNG5;STAT2;PXN;GNB4;CXCL1;GNAI2	BioPlanet_2019	up
BioPlanet_2019.48	Alpha-4 beta-7 integrin signaling	2	9	0.00358962447431062	0.0393382862624472	0	0	27.8508092892329	156.791915094894	ITGB1;PXN	BioPlanet_2019	up
BioPlanet_2019.49	Integrin-mediated cell adhesion	5	100	0.00369249823546963	0.0393382862624472	0	0	5.18421052631579	29.0391065321379	RAP1B;ITGB1;CAPNS1;CAV2;PXN	BioPlanet_2019	up
BioPlanet_2019.50	Interleukin-5 regulation of apoptosis	6	144	0.00372788301807876	0.0393382862624472	0	0	4.2947345422766	24.0157894854922	TPM4;GADD45A;IL3RA;PLAT;CXCL1;FOSL2	BioPlanet_2019	up
BioPlanet_2019.51	Prostaglandin biosynthesis and regulation	3	31	0.00386097994798093	0.0393382862624472	0	0	10.4846181046676	58.2612850366196	ANXA2;ANXA4;S100A10	BioPlanet_2019	up
BioPlanet_2019.52	Ras family activation regulation	3	31	0.00386097994798093	0.0393382862624472	0	0	10.4846181046676	58.2612850366196	LGALS1;RRAS;PLCE1	BioPlanet_2019	up
BioPlanet_2019.53	Signal amplification	3	31	0.00386097994798093	0.0393382862624472	0	0	10.4846181046676	58.2612850366196	GNG5;GNB4;GNAI2	BioPlanet_2019	up
BioPlanet_2019.54	Ubiquitin-mediated degradation of phosphorylated Cdc25A	4	64	0.00421500904632059	0.0421500904632059	0	0	6.54560530679934	35.7985931634327	CHEK2;ODC1;PSME1;PSME2	BioPlanet_2019	up
BioPlanet_2019.55	Jak-STAT signaling pathway	7	199	0.00452623383501864	0.0438149033446075	0	0	3.60955913299663	19.4839131558784	IFNAR2;CCND1;STAT2;IL3RA;OSMR;IL2RG;IRF9	BioPlanet_2019	up
BioPlanet_2019.56	Syndecan 2 pathway	3	33	0.00461666249908355	0.0438149033446075	0	0	9.78465346534654	52.6226807891031	ITGB1;CAV2;FN1	BioPlanet_2019	up
BioPlanet_2019.57	Semaphorin interactions	4	66	0.00470604517405044	0.0438149033446075	0	0	6.33381479698283	33.942326919132	ITGB1;NRP1;RRAS;RHOC	BioPlanet_2019	up
BioPlanet_2019.58	Destabilization of mRNA by AUF1 (hnRNP D0)	4	66	0.00470604517405044	0.0438149033446075	0	0	6.33381479698283	33.942326919132	CCND1;PSME1;HSPB1;PSME2	BioPlanet_2019	up
BioPlanet_2019.59	EGFR1 pathway	6	152	0.00484954899746177	0.044158962029134	0	0	4.05775452605493	21.623244610624	CCND1;CAV2;GADD45A;HPCAL1;LCN2;HSPB1	BioPlanet_2019	up
BioPlanet_2019.60	Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	8	255	0.00490655133657045	0.044158962029134	0	0	3.21387615857293	17.0887707578646	SPSB2;SMURF2;ERAP1;PSME1;PSME2;TAP1;UBE2L6;TRIM21	BioPlanet_2019	up
BioPlanet_2019.61	Signaling by VEGF	2	11	0.00541063694646562	0.0467637245521414	0	0	21.6595511767926	113.049611418317	NRP1;PGF	BioPlanet_2019	up
BioPlanet_2019.62	Notch receptor processing	2	11	0.00541063694646562	0.0467637245521414	0	0	21.6595511767926	113.049611418317	NOTCH3;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.63	Interleukin-7 signaling pathway	3	35	0.0054557678644165	0.0467637245521414	0	0	9.17218440594059	47.7970041980406	CCND1;NMI;IL2RG	BioPlanet_2019	up
BioPlanet_2019.64	AP-1 transcription factor network	4	70	0.00580052080835449	0.048941894320491	0	0	5.94874114277099	30.6348721744685	CCND1;TIMP1;NTS;FOSL2	BioPlanet_2019	up
BioPlanet_2019.65	Bacterial invasion of epithelial cells	4	71	0.00609842916467836	0.0506638730604048	0	0	5.85965693918467	29.8826334465291	ITGB1;CAV2;PXN;FN1	BioPlanet_2019	up
BioPlanet_2019.66	Signaling of hepatocyte growth factor receptor	3	38	0.00687596817596766	0.0562579214397354	0	0	8.38472418670439	41.7536023698349	ITGB1;RAP1B;PXN	BioPlanet_2019	up
BioPlanet_2019.67	NICD trafficking to the nucleus	2	13	0.00757057808168731	0.0610165994643455	0	0	17.7196596506941	86.5337071643968	NOTCH3;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.68	Mitochondrial pathway of apoptosis: caspases	4	77	0.00810085446622638	0.0643303148788565	0	0	5.37640564301779	25.8916175915938	CAPNS1;CASP6;HSPB1;XAF1	BioPlanet_2019	up
BioPlanet_2019.69	Adhesion and diapedesis of lymphocytes	2	14	0.00877311484677329	0.0676783145322511	0	0	16.2422003284072	76.9240899421414	ITGB1;CD34	BioPlanet_2019	up
BioPlanet_2019.70	Sema3A-plexin repulsion signaling by inhibiting integrin adhesion	2	14	0.00877311484677329	0.0676783145322511	0	0	16.2422003284072	76.9240899421414	NRP1;RRAS	BioPlanet_2019	up
BioPlanet_2019.71	Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	3	42	0.00908162979629471	0.0690715505633682	0	0	7.52322924600152	35.3704744086525	ITGB1;PDGFD;FN1	BioPlanet_2019	up
BioPlanet_2019.72	Insulin secretion regulation by glucagon-like peptide-1	3	43	0.00969019647153941	0.0726764735365456	0	0	7.33477722772277	34.0087257216011	RAP1B;GNG5;GNB4	BioPlanet_2019	up
BioPlanet_2019.73	Response to elevated platelet cytosolic calcium	4	83	0.0104923820832886	0.0776148811640524	0	0	4.96655960702815	22.6331375962497	FN1;SERPING1;FLNA;TIMP1	BioPlanet_2019	up
BioPlanet_2019.74	G alpha (z) signaling events	3	45	0.0109771677566122	0.0801036566023055	0	0	6.98479490806224	31.5149603234688	GNG5;GNB4;GNAI2	BioPlanet_2019	up
BioPlanet_2019.75	C-Myb transcription factor network	4	85	0.0113805952344737	0.0811030292500371	0	0	4.8434371353111	21.6784765310493	CCND1;CEBPD;CASP6;CD34	BioPlanet_2019	up
BioPlanet_2019.76	Control of cell cycle and breast tumor growth by estrogen-responsive protein Efp	2	16	0.0114145004129682	0.0811030292500371	0	0	13.9204785362421	62.2645014906388	SMURF2;TRIM25	BioPlanet_2019	up
BioPlanet_2019.77	GRB2-SOS provides linkage to MAPK signaling for integrins	2	17	0.0128499028357678	0.0901162017053849	0	0	12.991789819376	56.5716968114071	RAP1B;FN1	BioPlanet_2019	up
BioPlanet_2019.78	Angiopoietin receptor Tie2-mediated signaling	3	49	0.0138344974805373	0.095777290249874	0	0	6.37613000430478	27.2935982632991	ITGB1;PXN;FN1	BioPlanet_2019	up
BioPlanet_2019.79	Pre-NOTCH processing in Golgi	2	18	0.0143595253320417	0.0981537174595259	0	0	12.1791871921182	51.6804537464656	NOTCH3;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.80	Cell cycle progression regulation by PLK3	2	19	0.015941711020387	0.105215693637867	0	0	11.4621848739496	47.439877246929	CASP6;CHEK2	BioPlanet_2019	up
BioPlanet_2019.81	Small ligand GPCRs	2	19	0.015941711020387	0.105215693637867	0	0	11.4621848739496	47.439877246929	CNR2;S1PR3	BioPlanet_2019	up
BioPlanet_2019.82	MAPK signaling pathway	8	314	0.0159771979227872	0.105215693637867	0	0	2.58637735974254	10.6987897135969	RAP1B;RRAS;GADD45A;CASP6;RRAS2;FLNA;HSPB1;STK3	BioPlanet_2019	up
BioPlanet_2019.83	Interleukin-2 receptor beta chain in T cell activation	3	52	0.0162290535689713	0.105586613581259	0	0	5.98484542331784	24.6632619907036	CCND1;NMI;IL2RG	BioPlanet_2019	up
BioPlanet_2019.84	G-protein signaling pathways	4	95	0.0165428321129088	0.106346777868699	0	0	4.30900442840741	17.6746846023616	GNG5;RRAS;PRKD3;GNAI2	BioPlanet_2019	up
BioPlanet_2019.85	G alpha (i) signaling events	6	199	0.0169097640194336	0.107218960571227	0	0	3.06225427656417	12.4935812000124	CNR2;GNG5;GNB4;CXCL1;S1PR3;GNAI2	BioPlanet_2019	up
BioPlanet_2019.86	GABA A and B receptor activation	3	53	0.0170756122391214	0.107218960571227	0	0	5.86485148514851	23.870555596376	GNG5;KCNJ2;GNAI2	BioPlanet_2019	up
BioPlanet_2019.87	Innate immune system	8	319	0.0173973653585091	0.107968268215238	0	0	2.54414285014771	10.30743320533	IFIH1;RNF125;DDX58;IRF7;NLRC5;TRIM25;UBE2L6;ISG15	BioPlanet_2019	up
BioPlanet_2019.88	ID regulation of gene expression	2	20	0.017594828894335	0.107968268215238	0	0	10.8248494800219	43.7340181481572	CCND1;CXCL1	BioPlanet_2019	up
BioPlanet_2019.89	Senescence and autophagy	4	99	0.0189579819620802	0.115025957972172	0	0	4.12673474731605	16.3646913686427	FN1;IRF7;PLAT;CXCL1	BioPlanet_2019	up
BioPlanet_2019.90	Presynaptic function of kainate receptors	2	21	0.0193172734720658	0.115903640832395	0	0	10.2546020222971	40.4724078013108	GNG5;GNB4	BioPlanet_2019	up
BioPlanet_2019.91	Pre-NOTCH expression and processing	3	57	0.0207051550438509	0.122865755205269	0	0	5.42931793179318	21.0514884430684	NOTCH3;CCND1;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.92	Smooth muscle contraction	2	22	0.0211074644472484	0.123891639146893	0	0	9.74137931034483	37.5834934951749	TPM4;PXN	BioPlanet_2019	up
BioPlanet_2019.93	Signaling events mediated by PRL	2	23	0.0229638463586823	0.133338462727833	0	0	9.2770349519118	35.0099917504093	ITGB1;RHOC	BioPlanet_2019	up
BioPlanet_2019.94	Ephrin receptor B forward pathway	3	60	0.0236835474624813	0.136054421592978	0	0	5.14278269932256	19.2493053861596	RAP1B;RRAS;PXN	BioPlanet_2019	up
BioPlanet_2019.95	Licensing factor removal from origins	3	61	0.0247251868792897	0.138534429276931	0	0	5.0538579720041	18.69893509543	ODC1;PSME1;PSME2	BioPlanet_2019	up
BioPlanet_2019.96	Signal transduction of S1P receptor	2	24	0.0248848882219673	0.138534429276931	0	0	8.85490371697268	32.7055386943721	S1PR3;GNAI2	BioPlanet_2019	up
BioPlanet_2019.97	Dorso-ventral axis formation	2	24	0.0248848882219673	0.138534429276931	0	0	8.85490371697268	32.7055386943721	NOTCH3;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.98	Metal ion solute carrier family (SLC) transporters	2	25	0.0268690832275094	0.14805413206995	0	0	8.46947954594132	30.6322355572988	SLC30A7;CP	BioPlanet_2019	up
BioPlanet_2019.99	Actin cytoskeleton regulation	6	226	0.0292939356208422	0.159785103386412	0	0	2.6827318410233	9.47104877880506	ITGB1;RRAS;PDGFD;PXN;FN1;RRAS2	BioPlanet_2019	up
BioPlanet_2019.100	Cell cycle: G2/M checkpoint	2	27	0.0310210242286591	0.164228951798784	0	0	7.79113300492611	27.0593069340468	GADD45A;CHEK2	BioPlanet_2019	up
BioPlanet_2019.101	VEGFR1 pathway	2	27	0.0310210242286591	0.164228951798784	0	0	7.79113300492611	27.0593069340468	NRP1;PGF	BioPlanet_2019	up
BioPlanet_2019.102	Mammalian calpain regulation of cell motility	2	27	0.0310210242286591	0.164228951798784	0	0	7.79113300492611	27.0593069340468	ITGB1;CAPNS1	BioPlanet_2019	up
BioPlanet_2019.103	Leukocyte transendothelial migration	4	117	0.0324480972729228	0.170116238129886	0	0	3.46620877911328	11.8825570166315	RAP1B;ITGB1;PXN;GNAI2	BioPlanet_2019	up
BioPlanet_2019.104	G-protein beta-gamma signalling	2	28	0.0331858744479646	0.170670211446675	0	0	7.49109511178477	25.5119054522198	GNG5;GNB4	BioPlanet_2019	up
BioPlanet_2019.105	Interleukin receptor SHC signaling	2	28	0.0331858744479646	0.170670211446675	0	0	7.49109511178477	25.5119054522198	IL3RA;IL2RG	BioPlanet_2019	up
BioPlanet_2019.106	Signaling by NOTCH	4	119	0.0342192011866597	0.174324232460342	0	0	3.40558079169371	11.4937273998236	JAG2;NOTCH3;CCND1;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.107	MicroRNA regulation of DNA damage response	3	70	0.0351932913952774	0.175416203976467	0	0	4.37298655238658	14.6359478171621	CCND1;GADD45A;CHEK2	BioPlanet_2019	up
BioPlanet_2019.108	S1P/S1P3 pathway	2	29	0.035408085617472	0.175416203976467	0	0	7.21328224776501	24.0982420926796	S1PR3;GNAI2	BioPlanet_2019	up
BioPlanet_2019.109	Sema4D in semaphorin signaling	2	29	0.035408085617472	0.175416203976467	0	0	7.21328224776501	24.0982420926796	RRAS;RHOC	BioPlanet_2019	up
BioPlanet_2019.110	Notch signaling pathway	4	121	0.0360456010005653	0.176951132184593	0	0	3.34702555598078	11.1220670100416	JAG2;NOTCH3;CCND1;NOTCH4	BioPlanet_2019	up
BioPlanet_2019.111	Activation of kainate receptors upon glutamate binding	2	30	0.037686266848781	0.178093925556853	0	0	6.95531315974666	22.8027126811316	GNG5;GNB4	BioPlanet_2019	up
BioPlanet_2019.112	Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	2	30	0.037686266848781	0.178093925556853	0	0	6.95531315974666	22.8027126811316	CCND1;EIF2AK2	BioPlanet_2019	up
BioPlanet_2019.113	Inflammatory response pathway	2	30	0.037686266848781	0.178093925556853	0	0	6.95531315974666	22.8027126811316	FN1;IL2RG	BioPlanet_2019	up
BioPlanet_2019.114	Cyclin A-Cdk2-associated events at S phase entry	3	72	0.0377843073109494	0.178093925556853	0	0	4.24580284115368	13.9086616947933	CCND1;PSME1;PSME2	BioPlanet_2019	up
BioPlanet_2019.115	Rho GTPase cycle	4	123	0.0379274100722928	0.178093925556853	0	0	3.2904385634851	10.7665821876415	ARHGAP31;ARHGAP18;RHOC;RHOD	BioPlanet_2019	up
BioPlanet_2019.116	Factors involved in megakaryocyte development and platelet production	4	125	0.0398647033650321	0.18313802312907	0	0	3.23572221536943	10.4263511245952	EHD2;DOCK9;IRF7;AK3	BioPlanet_2019	up
BioPlanet_2019.117	Integration of energy metabolism	4	125	0.0398647033650321	0.18313802312907	0	0	3.23572221536943	10.4263511245952	RAP1B;GNG5;GNB4;GNAI2	BioPlanet_2019	up
BioPlanet_2019.118	Inwardly rectifying potassium channels	2	31	0.0400190494985746	0.18313802312907	0	0	6.71513504331578	21.6119886140303	GNG5;KCNJ2	BioPlanet_2019	up
BioPlanet_2019.119	Prolactin activation of MAPK signaling	3	75	0.0418484925827711	0.189900722644507	0	0	4.06827557755776	12.9114841754008	ITGB1;PXN;FLNA	BioPlanet_2019	up
BioPlanet_2019.120	Syndecan 4 pathway	2	32	0.0424050868602624	0.190822890871181	0	0	6.49096880131363	20.5146221947381	ITGB1;FN1	BioPlanet_2019	up
BioPlanet_2019.121	Cell-cell communication	4	129	0.0439058546395452	0.195284266781175	0	0	3.13154228855721	9.78828554580011	ITGB1;KIRREL;PXN;FLNA	BioPlanet_2019	up
BioPlanet_2019.122	G alpha (12/13) signaling events	3	77	0.0446751533018242	0.195284266781175	0	0	3.95792079207921	12.3025547538052	GNG5;GNB4;RHOC	BioPlanet_2019	up
BioPlanet_2019.123	Glucagon signaling in metabolic regulation	2	33	0.044843053853455	0.195284266781175	0	0	6.28126489750516	19.5007306907302	GNG5;GNB4	BioPlanet_2019	up
BioPlanet_2019.124	Glucagon-type ligand receptors	2	33	0.044843053853455	0.195284266781175	0	0	6.28126489750516	19.5007306907302	GNG5;GNB4	BioPlanet_2019	up
BioPlanet_2019.125	Apoptosis regulation	3	78	0.0461232941225126	0.19845092288476	0	0	3.9049504950495	12.0133348152227	CHEK2;PSME1;PSME2	BioPlanet_2019	up
BioPlanet_2019.126	Transmission across chemical synapses	5	190	0.0463052153397774	0.19845092288476	0	0	2.65	8.1421268070504	RRAS;GNG5;GNB4;KCNJ2;GNAI2	BioPlanet_2019	up
BioPlanet_2019.127	Antigen processing: cross presentation	3	79	0.0475944741125189	0.20235803318843	0	0	3.85337415320479	11.733673092844	PSME1;TAP1;PSME2	BioPlanet_2019	up
BioPlanet_2019.128	Adaptive immune system	11	606	0.0483456391237603	0.20235803318843	0	0	1.82968032573854	5.54279562221093	RAP1B;ITGB1;SPSB2;SMURF2;ERAP1;PSME1;PSME2;TAP1;UBE2L6;TRIM21;CD34	BioPlanet_2019	up
