Term	list	set	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	database	direction
BioPlanet_2019.55	G1/S-specific transcription	1	17	0.115640587678707	0.538399501060088	0	0	8.67132867132867	18.7063822870673	DHFR	BioPlanet_2019	up
BioPlanet_2019.56	GRB2-SOS provides linkage to MAPK signaling for integrins	1	17	0.115640587678707	0.538399501060088	0	0	8.67132867132867	18.7063822870673	RAP1A	BioPlanet_2019	up
BioPlanet_2019.57	Apoptotic cleavage of cellular proteins	1	17	0.115640587678707	0.538399501060088	0	0	8.67132867132867	18.7063822870673	BIRC2	BioPlanet_2019	up
BioPlanet_2019.58	Cell to cell adhesion signaling	1	17	0.115640587678707	0.538399501060088	0	0	8.67132867132867	18.7063822870673	CTNNA3	BioPlanet_2019	up
BioPlanet_2019.59	Chylomicron-mediated lipid transport	1	17	0.115640587678707	0.538399501060088	0	0	8.67132867132867	18.7063822870673	LDLRAP1	BioPlanet_2019	up
BioPlanet_2019.60	Nitric oxide metabolism	1	17	0.115640587678707	0.538399501060088	0	0	8.67132867132867	18.7063822870673	DHFR	BioPlanet_2019	up
BioPlanet_2019.61	Phosphatidylcholine biosynthesis	1	18	0.122013382304562	0.538399501060088	0	0	8.16083916083916	17.167341601169	SLC44A1	BioPlanet_2019	up
BioPlanet_2019.62	Serotonin receptor 4/6/7 and NR3C signaling	1	18	0.122013382304562	0.538399501060088	0	0	8.16083916083916	17.167341601169	RAP1A	BioPlanet_2019	up
BioPlanet_2019.63	Botulinum neurotoxicity	1	18	0.122013382304562	0.538399501060088	0	0	8.16083916083916	17.167341601169	STX2	BioPlanet_2019	up
BioPlanet_2019.64	Fatty acyl-CoA biosynthesis	1	18	0.122013382304562	0.538399501060088	0	0	8.16083916083916	17.167341601169	ELOVL1	BioPlanet_2019	up
BioPlanet_2019.65	Cell junction organization	2	84	0.122728268239404	0.538399501060088	0	0	3.39642734455514	7.12496607960549	CLDN11;FLNC	BioPlanet_2019	up
BioPlanet_2019.66	Integrin cell surface interactions	2	85	0.125119052450698	0.538399501060088	0	0	3.35533684031902	6.97403264435073	RAP1A;ITGAD	BioPlanet_2019	up
BioPlanet_2019.67	TGF-beta regulation of skeletal system development	2	85	0.125119052450698	0.538399501060088	0	0	3.35533684031902	6.97403264435073	BMP4;THBS2	BioPlanet_2019	up
BioPlanet_2019.68	Interleukin-4 regulation of apoptosis	4	267	0.127207690274593	0.538399501060088	0	0	2.12851711026616	4.38886216485502	TMOD1;BMP4;LGALS2;CD9	BioPlanet_2019	up
BioPlanet_2019.69	FRS2-mediated activation	1	19	0.128340570640368	0.538399501060088	0	0	7.70707070707071	15.8231390120082	RAP1A	BioPlanet_2019	up
BioPlanet_2019.70	Androgen receptor signaling, proteolysis, and transcription regulation	2	88	0.132357550078689	0.538399501060088	0	0	3.2377988863413	6.54763331187255	KAT2B;PRDX1	BioPlanet_2019	up
BioPlanet_2019.71	RNA polymerase III abortive and retractive initiation	1	20	0.134622476766468	0.538399501060088	0	0	7.30106735369893	14.6406908144213	POLR3E	BioPlanet_2019	up
BioPlanet_2019.72	Interleukin-3 regulation of hematopoietic cells	1	20	0.134622476766468	0.538399501060088	0	0	7.30106735369893	14.6406908144213	TGFA	BioPlanet_2019	up
BioPlanet_2019.73	Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	1	20	0.134622476766468	0.538399501060088	0	0	7.30106735369893	14.6406908144213	INPPL1	BioPlanet_2019	up
BioPlanet_2019.74	Neural crest differentiation	2	91	0.139689444167128	0.538399501060088	0	0	3.12818483937332	6.15731125219905	BMP4;PMP22	BioPlanet_2019	up
BioPlanet_2019.75	Inactivation of APC/C via direct inhibition of the APC/C complex	1	21	0.14085942250239	0.538399501060088	0	0	6.93566433566434	13.5938527816648	MAD1L1	BioPlanet_2019	up
BioPlanet_2019.76	Mitochondrial role in apoptotic signaling	1	21	0.14085942250239	0.538399501060088	0	0	6.93566433566434	13.5938527816648	BIRC2	BioPlanet_2019	up
BioPlanet_2019.77	Lipid and lipoprotein metabolism	6	489	0.141963173963341	0.538399501060088	0	0	1.74390134125484	3.40442256233901	ELOVL1;SLC44A1;INPPL1;LDLRAP1;ABCG1;CERS2	BioPlanet_2019	up
BioPlanet_2019.78	RNA polymerase I, RNA polymerase III, and mitochondrial transcription	2	95	0.14959807973148	0.538399501060088	0	0	2.99303346963501	5.68617411299885	KAT2B;POLR3E	BioPlanet_2019	up
BioPlanet_2019.79	RNA polymerase III transcription termination	1	23	0.153199708616874	0.538399501060088	0	0	6.30451366815003	11.8273491188159	POLR3E	BioPlanet_2019	up
BioPlanet_2019.80	Rho cell motility signaling pathway	1	23	0.153199708616874	0.538399501060088	0	0	6.30451366815003	11.8273491188159	GSN	BioPlanet_2019	up
BioPlanet_2019.81	Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase	1	23	0.153199708616874	0.538399501060088	0	0	6.30451366815003	11.8273491188159	GSN	BioPlanet_2019	up
BioPlanet_2019.82	Nicotinate and nicotinamide metabolism	1	24	0.15930368135573	0.538399501060088	0	0	6.03010033444816	11.0769503137728	NT5E	BioPlanet_2019	up
BioPlanet_2019.83	Pancreatic secretion	2	101	0.164712395568448	0.538399501060088	0	0	2.81078389529094	5.06940161439499	SLC12A2;RAP1A	BioPlanet_2019	up
BioPlanet_2019.84	Ghrelin pathway	1	25	0.165363958350572	0.538399501060088	0	0	5.77855477855478	10.3991243131709	ABCG1	BioPlanet_2019	up
BioPlanet_2019.85	RNA polymerase I transcription initiation	1	25	0.165363958350572	0.538399501060088	0	0	5.77855477855478	10.3991243131709	KAT2B	BioPlanet_2019	up
BioPlanet_2019.86	Integrin family cell surface interactions	1	26	0.171380850253271	0.538399501060088	0	0	5.54713286713287	9.78440463411864	ITGAD	BioPlanet_2019	up
BioPlanet_2019.87	YAP1- and WWTR1 (TAZ)-stimulated gene expression	1	26	0.171380850253271	0.538399501060088	0	0	5.54713286713287	9.78440463411864	KAT2B	BioPlanet_2019	up
BioPlanet_2019.88	Pentose phosphate pathway	1	27	0.177354665478806	0.538399501060088	0	0	5.33351264120495	9.22486368618758	RBKS	BioPlanet_2019	up
BioPlanet_2019.89	RNA polymerase III transcription initiation from type 2 promoter	1	27	0.177354665478806	0.538399501060088	0	0	5.33351264120495	9.22486368618758	POLR3E	BioPlanet_2019	up
BioPlanet_2019.90	Control of gene expression by vitamin D receptor	1	27	0.177354665478806	0.538399501060088	0	0	5.33351264120495	9.22486368618758	KAT2B	BioPlanet_2019	up
BioPlanet_2019.91	RNA polymerase III transcription initiation From type 3 promoter	1	28	0.183285710272661	0.538399501060088	0	0	5.13571613571614	8.71381622707807	POLR3E	BioPlanet_2019	up
BioPlanet_2019.92	Interleukin receptor SHC signaling	1	28	0.183285710272661	0.538399501060088	0	0	5.13571613571614	8.71381622707807	INPPL1	BioPlanet_2019	up
BioPlanet_2019.93	Cell cycle: G1/S checkpoint	1	28	0.183285710272661	0.538399501060088	0	0	5.13571613571614	8.71381622707807	DHFR	BioPlanet_2019	up
BioPlanet_2019.94	Phospholipid metabolism	3	205	0.183992016763826	0.538399501060088	0	0	2.0701495681483	3.50447942096847	SLC44A1;INPPL1;CERS2	BioPlanet_2019	up
BioPlanet_2019.95	Amine compound SLC transporters	1	29	0.1891742887206	0.538399501060088	0	0	4.95204795204795	8.24558832259756	SLC44A1	BioPlanet_2019	up
BioPlanet_2019.96	Histidine metabolism	1	29	0.1891742887206	0.538399501060088	0	0	4.95204795204795	8.24558832259756	ASPA	BioPlanet_2019	up
BioPlanet_2019.97	Reelin signaling pathway	1	29	0.1891742887206	0.538399501060088	0	0	4.95204795204795	8.24558832259756	RAP1A	BioPlanet_2019	up
BioPlanet_2019.98	Integrin beta-2 pathway	1	29	0.1891742887206	0.538399501060088	0	0	4.95204795204795	8.24558832259756	ITGAD	BioPlanet_2019	up
BioPlanet_2019.99	Retinoic acid receptor-mediated signaling	1	30	0.195020702750021	0.538399501060088	0	0	4.78104653966723	7.81533561334638	KAT2B	BioPlanet_2019	up
BioPlanet_2019.100	Interferon-beta enhancer pathway	1	30	0.195020702750021	0.538399501060088	0	0	4.78104653966723	7.81533561334638	KAT2B	BioPlanet_2019	up
BioPlanet_2019.101	Tight junction interactions	1	30	0.195020702750021	0.538399501060088	0	0	4.78104653966723	7.81533561334638	CLDN11	BioPlanet_2019	up
BioPlanet_2019.102	Nectin adhesion pathway	1	30	0.195020702750021	0.538399501060088	0	0	4.78104653966723	7.81533561334638	RAP1A	BioPlanet_2019	up
BioPlanet_2019.103	Tumor necrosis factor (TNF) pathway	1	30	0.195020702750021	0.538399501060088	0	0	4.78104653966723	7.81533561334638	BIRC2	BioPlanet_2019	up
BioPlanet_2019.104	O-glycan biosynthesis	1	30	0.195020702750021	0.538399501060088	0	0	4.78104653966723	7.81533561334638	GALNT6	BioPlanet_2019	up
BioPlanet_2019.105	Prostaglandin biosynthesis and regulation	1	31	0.200825252170094	0.538399501060088	0	0	4.62144522144522	7.41889909567986	S100A6	BioPlanet_2019	up
BioPlanet_2019.106	Alpha-V beta-3 integrin/OPN pathway	1	31	0.200825252170094	0.538399501060088	0	0	4.62144522144522	7.41889909567986	GSN	BioPlanet_2019	up
BioPlanet_2019.107	CD40/CD40L signaling	1	31	0.200825252170094	0.538399501060088	0	0	4.62144522144522	7.41889909567986	BIRC2	BioPlanet_2019	up
BioPlanet_2019.108	One-carbon metabolism	1	31	0.200825252170094	0.538399501060088	0	0	4.62144522144522	7.41889909567986	DHFR	BioPlanet_2019	up
BioPlanet_2019.109	Transmembrane transport of small molecules	5	432	0.201332807344175	0.538399501060088	0	0	1.63673276835206	2.62334870512797	SLC12A2;ATP8A1;SLC44A1;FTH1;ABCG1	BioPlanet_2019	up
BioPlanet_2019.110	Alpha-synuclein signaling	1	32	0.206588234711612	0.538399501060088	0	0	4.47214076246334	7.05268973147233	KLK6	BioPlanet_2019	up
BioPlanet_2019.111	Serotonin HTR1 group and FOS pathway	1	32	0.206588234711612	0.538399501060088	0	0	4.47214076246334	7.05268973147233	RAP1A	BioPlanet_2019	up
BioPlanet_2019.112	Sphingolipid de novo biosynthesis	1	32	0.206588234711612	0.538399501060088	0	0	4.47214076246334	7.05268973147233	CERS2	BioPlanet_2019	up
BioPlanet_2019.113	Pathways in cancer	4	325	0.207204082624628	0.538399501060088	0	0	1.73876279483756	2.73690142900359	BMP4;TGFA;CTNNA3;BIRC2	BioPlanet_2019	up
BioPlanet_2019.114	Axon guidance	4	325	0.207204082624628	0.538399501060088	0	0	1.73876279483756	2.73690142900359	SEMA3D;CFL2;PLXNB3;NRTN	BioPlanet_2019	up
BioPlanet_2019.115	Prolactin regulation of apoptosis	2	118	0.208765462317769	0.538399501060088	0	0	2.39679456046625	3.75468377124776	FTH1;MATN2	BioPlanet_2019	up
BioPlanet_2019.116	p53 activity regulation	2	118	0.208765462317769	0.538399501060088	0	0	2.39679456046625	3.75468377124776	KAT2B;CD82	BioPlanet_2019	up
BioPlanet_2019.117	E2F-mediated regulation of DNA replication	1	33	0.212309945944471	0.538399501060088	0	0	4.33216783216783	6.71359541905614	DHFR	BioPlanet_2019	up
BioPlanet_2019.118	PIP biosynthesis at the plasma membrane	1	33	0.212309945944471	0.538399501060088	0	0	4.33216783216783	6.71359541905614	INPPL1	BioPlanet_2019	up
BioPlanet_2019.119	Fluoropyrimidine activity	1	33	0.212309945944471	0.538399501060088	0	0	4.33216783216783	6.71359541905614	DHFR	BioPlanet_2019	up
BioPlanet_2019.120	G alpha s pathway	2	120	0.214034096452071	0.538399501060088	0	0	2.35593220338983	3.63195207955391	RAP1A;PDE1C	BioPlanet_2019	up
BioPlanet_2019.121	Induction of apoptosis through DR3 and DR4/5 death receptors	1	34	0.217990679367247	0.538399501060088	0	0	4.20067810976902	6.39890545030011	BIRC2	BioPlanet_2019	up
BioPlanet_2019.122	MAPK/TRK pathway	1	34	0.217990679367247	0.538399501060088	0	0	4.20067810976902	6.39890545030011	RAP1A	BioPlanet_2019	up
BioPlanet_2019.123	N-cadherin signaling events	1	34	0.217990679367247	0.538399501060088	0	0	4.20067810976902	6.39890545030011	GSN	BioPlanet_2019	up
BioPlanet_2019.124	Nuclear receptors in lipid metabolism and toxicity	1	34	0.217990679367247	0.538399501060088	0	0	4.20067810976902	6.39890545030011	ABCG1	BioPlanet_2019	up
BioPlanet_2019.125	Signaling by PDGF	2	122	0.219315390912828	0.538399501060088	0	0	2.31643192488263	3.51459346797849	PDE1C;THBS2	BioPlanet_2019	up
BioPlanet_2019.126	Actin cytoskeleton regulation	3	226	0.222772910556634	0.538399501060088	0	0	1.87319912222116	2.81280023146592	GSN;ITGAD;CFL2	BioPlanet_2019	up
BioPlanet_2019.127	TGF-beta regulation of extracellular matrix	6	565	0.222879864305793	0.538399501060088	0	0	1.50089445438283	2.25302625214893	BMP4;HEBP1;CPD;THBS2;CTNNAL1;ABCG1	BioPlanet_2019	up
BioPlanet_2019.128	EGF receptor (ErbB1) signaling pathway	1	35	0.22363072641173	0.538399501060088	0	0	4.07692307692308	6.1062487618856	GSN	BioPlanet_2019	up
BioPlanet_2019.129	Ether lipid metabolism	1	35	0.22363072641173	0.538399501060088	0	0	4.07692307692308	6.1062487618856	ENPP6	BioPlanet_2019	up
BioPlanet_2019.130	Glycogen metabolism	1	36	0.22923037648665	0.538399501060088	0	0	3.96023976023976	5.83354314371686	PPP2R3A	BioPlanet_2019	up
BioPlanet_2019.131	Ion transport by P-type ATPases	1	36	0.22923037648665	0.538399501060088	0	0	3.96023976023976	5.83354314371686	ATP8A1	BioPlanet_2019	up
BioPlanet_2019.132	Signaling to ERKs	1	36	0.22923037648665	0.538399501060088	0	0	3.96023976023976	5.83354314371686	RAP1A	BioPlanet_2019	up
BioPlanet_2019.133	ALK in cardiac myocytes	1	37	0.23478991685127	0.538399501060088	0	0	3.85003885003885	5.57895321792641	BMP4	BioPlanet_2019	up
BioPlanet_2019.134	Platelet aggregation (plug formation)	1	37	0.23478991685127	0.538399501060088	0	0	3.85003885003885	5.57895321792641	RAP1A	BioPlanet_2019	up
BioPlanet_2019.135	Cell-cell communication	2	129	0.237879235408807	0.538399501060088	0	0	2.18797826328047	3.14191960680398	CLDN11;FLNC	BioPlanet_2019	up
BioPlanet_2019.136	Signaling of hepatocyte growth factor receptor	1	38	0.240309632908706	0.538399501060088	0	0	3.74579474579475	5.34085547242314	RAP1A	BioPlanet_2019	up
BioPlanet_2019.137	Triglyceride biosynthesis	1	38	0.240309632908706	0.538399501060088	0	0	3.74579474579475	5.34085547242314	ELOVL1	BioPlanet_2019	up
BioPlanet_2019.138	EGFR interaction with phospholipase C-gamma	1	38	0.240309632908706	0.538399501060088	0	0	3.74579474579475	5.34085547242314	PDE1C	BioPlanet_2019	up
BioPlanet_2019.139	G13 signaling pathway	1	39	0.245789807840399	0.538399501060088	0	0	3.64703717335296	5.11780902899564	CFL2	BioPlanet_2019	up
BioPlanet_2019.140	Iron uptake and transport	1	39	0.245789807840399	0.538399501060088	0	0	3.64703717335296	5.11780902899564	FTH1	BioPlanet_2019	up
BioPlanet_2019.141	Signaling events regulated by Ret tyrosine kinase	1	39	0.245789807840399	0.538399501060088	0	0	3.64703717335296	5.11780902899564	RAP1A	BioPlanet_2019	up
BioPlanet_2019.142	E-cadherin nascent AJ-like junctions pathway	1	39	0.245789807840399	0.538399501060088	0	0	3.64703717335296	5.11780902899564	RAP1A	BioPlanet_2019	up
BioPlanet_2019.143	Tight junction	2	133	0.248526542923871	0.538399501060088	0	0	2.12073970540802	2.95250575037769	CLDN11;CTNNA3	BioPlanet_2019	up
BioPlanet_2019.144	Apoptosis	3	242	0.25332447579903	0.538399501060088	0	0	1.74637229591383	2.3979160303352	GSN;ENDOD1;BIRC2	BioPlanet_2019	up
BioPlanet_2019.145	TNF-alpha effects on cytokine activity, cell motility, and apoptosis	2	135	0.253856796519086	0.538399501060088	0	0	2.08863708567193	2.86349004009896	GMFB;ABCG1	BioPlanet_2019	up
BioPlanet_2019.146	NGF signaling via TRKA from the plasma membrane	2	136	0.256523041856921	0.538399501060088	0	0	2.07294513348749	2.82031811072373	RAP1A;PDE1C	BioPlanet_2019	up
BioPlanet_2019.147	Alpha-M beta-2 integrin signaling	1	41	0.256632657706354	0.538399501060088	0	0	3.46433566433566	4.71187607005416	RAP1A	BioPlanet_2019	up
BioPlanet_2019.148	FOXM1 transcription factor network	1	41	0.256632657706354	0.538399501060088	0	0	3.46433566433566	4.71187607005416	TGFA	BioPlanet_2019	up
BioPlanet_2019.149	BMP receptor signaling	1	42	0.261995889217129	0.538399501060088	0	0	3.37966911137643	4.5268182519207	BMP4	BioPlanet_2019	up
BioPlanet_2019.150	TWEAK signaling pathway	1	42	0.261995889217129	0.538399501060088	0	0	3.37966911137643	4.5268182519207	BIRC2	BioPlanet_2019	up
BioPlanet_2019.151	Eukaryotic transcription initiation	1	42	0.261995889217129	0.538399501060088	0	0	3.37966911137643	4.5268182519207	POLR3E	BioPlanet_2019	up
BioPlanet_2019.152	p53 signaling pathway	2	139	0.264524492668762	0.538399501060088	0	0	2.02724375449779	2.69587219279971	CD82;TGFA	BioPlanet_2019	up
BioPlanet_2019.153	Porphyrin and chlorophyll metabolism	1	43	0.267320692959061	0.538399501060088	0	0	3.2990342990343	4.35243655020662	FTH1	BioPlanet_2019	up
BioPlanet_2019.154	Insulin secretion regulation by glucagon-like peptide-1	1	43	0.267320692959061	0.538399501060088	0	0	3.2990342990343	4.35243655020662	RAP1A	BioPlanet_2019	up
BioPlanet_2019.155	Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model	1	43	0.267320692959061	0.538399501060088	0	0	3.2990342990343	4.35243655020662	RAP1A	BioPlanet_2019	up
