Term	list	set	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	database	direction
WikiPathway_2021_Human.2	Aryl Hydrocarbon Receptor Netpath WP2586	1	46	0.0603161049564981	0.249310152813507	0	0	17.0324786324786	47.829859287186	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.3	Sterol regulatory element-binding proteins (SREBP) signaling WP1982	1	69	0.0891449708907093	0.249310152813507	0	0	11.2584841628959	27.2172880557803	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.4	Amino Acid metabolism WP3925	1	91	0.115922222237537	0.249310152813507	0	0	8.49700854700855	18.3096583010227	HAL	WikiPathway_2021_Human	up
WikiPathway_2021_Human.5	Thyroid hormones production and their peripheral downstream signaling effects WP4746	1	95	0.120708668580402	0.249310152813507	0	0	8.13379705400982	17.1978998646553	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.6	Thermogenesis WP4321	1	108	0.136092891948876	0.249310152813507	0	0	7.14090582314881	14.2419482348385	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.7	ESC Pluripotency Pathways WP3931	1	116	0.145430922474545	0.249310152813507	0	0	6.64147157190635	12.8051162600011	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.8	Regulation of Actin Cytoskeleton WP51	1	150	0.184044472173259	0.251300274911726	0	0	5.11719153329892	8.66124506385244	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.9	Breast cancer pathway WP4262	1	154	0.188475206183794	0.251300274911726	0	0	4.98240321769734	8.31457875118306	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.10	MAPK Signaling Pathway WP382	1	246	0.284216385709734	0.34105966285168	0	0	3.09701726844584	3.89610783502191	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.11	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932	1	303	0.33797344229874	0.368698300689535	0	0	2.50522159959246	2.71763422753509	FGF21	WikiPathway_2021_Human	up
WikiPathway_2021_Human.12	PI3K-Akt signaling pathway WP4172	1	340	0.370764172702487	0.370764172702487	0	0	2.22759246653052	2.21019290122732	FGF21	WikiPathway_2021_Human	up
GO_Biological_Process_2021.1	keratinocyte differentiation (GO:0030216)	2	41	0.00139315555278269	0.0668089956359011	0	0	40.8902564102564	268.901846810472	CDSN;SPRR1A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.2	epidermal cell differentiation (GO:0009913)	2	53	0.00231795036875322	0.0668089956359011	0	0	31.2501960784314	189.59718791978	CDSN;SPRR1A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.3	skin development (GO:0043588)	2	80	0.00519768076905213	0.0668089956359011	0	0	20.4051282051282	107.321644294413	CDSN;SPRR1A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.4	epidermis development (GO:0008544)	2	83	0.00558346969613403	0.0668089956359011	0	0	19.6464197530864	101.924542895846	CDSN;SPRR1A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.5	positive regulation of low-density lipoprotein receptor activity (GO:1905599)	1	5	0.00673238988859165	0.0668089956359011	0	0	192.009615384615	960.206501870871	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.6	exocyst localization (GO:0051601)	1	5	0.00673238988859165	0.0668089956359011	0	0	192.009615384615	960.206501870871	EXOC3L2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.7	striated muscle hypertrophy (GO:0014897)	1	6	0.00807362689081275	0.0668089956359011	0	0	153.6	740.221819209832	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.8	delamination (GO:0060232)	1	7	0.00941312053617665	0.0668089956359011	0	0	127.99358974359	597.173389417304	CDSN	GO_Biological_Process_2021	up
GO_Biological_Process_2021.9	skin morphogenesis (GO:0043589)	1	7	0.00941312053617665	0.0668089956359011	0	0	127.99358974359	597.173389417304	CDSN	GO_Biological_Process_2021	up
GO_Biological_Process_2021.10	detection of muscle stretch (GO:0035995)	1	7	0.00941312053617665	0.0668089956359011	0	0	127.99358974359	597.173389417304	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.11	regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619)	1	8	0.0107508728609496	0.0668089956359011	0	0	109.703296703297	497.259629140004	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.12	histidine catabolic process (GO:0006548)	1	8	0.0107508728609496	0.0668089956359011	0	0	109.703296703297	497.259629140004	HAL	GO_Biological_Process_2021	up
GO_Biological_Process_2021.13	histidine metabolic process (GO:0006547)	1	8	0.0107508728609496	0.0668089956359011	0	0	109.703296703297	497.259629140004	HAL	GO_Biological_Process_2021	up
GO_Biological_Process_2021.14	cardiac muscle hypertrophy (GO:0003300)	1	8	0.0107508728609496	0.0668089956359011	0	0	109.703296703297	497.259629140004	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.15	positive regulation of sequestering of triglyceride (GO:0010890)	1	9	0.0120868859385031	0.070103938443318	0	0	95.9855769230769	423.837198170331	APOC4	GO_Biological_Process_2021	up
GO_Biological_Process_2021.16	regulation of low-density lipoprotein particle clearance (GO:0010988)	1	10	0.0134211618656948	0.0729775676447156	0	0	85.3162393162393	367.791701998077	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.17	very-low-density lipoprotein particle assembly (GO:0034379)	1	12	0.0160845107297618	0.0793541175636769	0	0	69.7972027972028	288.255365687391	APOC4	GO_Biological_Process_2021	up
GO_Biological_Process_2021.18	muscle tissue development (GO:0060537)	1	13	0.0174135879176466	0.0793541175636769	0	0	63.9775641025641	259.141408910732	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.19	negative regulation of myoblast differentiation (GO:0045662)	1	13	0.0174135879176466	0.0793541175636769	0	0	63.9775641025641	259.141408910732	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.20	regulation of sequestering of triglyceride (GO:0010889)	1	15	0.0200665584643781	0.0793541175636769	0	0	54.8324175824176	214.323503914576	APOC4	GO_Biological_Process_2021	up
GO_Biological_Process_2021.21	response to muscle stretch (GO:0035994)	1	15	0.0200665584643781	0.0793541175636769	0	0	54.8324175824176	214.323503914576	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.22	cardiac myofibril assembly (GO:0055003)	1	15	0.0200665584643781	0.0793541175636769	0	0	54.8324175824176	214.323503914576	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.23	detection of mechanical stimulus (GO:0050982)	1	19	0.0253518240632961	0.0958960301524679	0	0	42.6388888888889	156.693848762057	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.24	positive regulation of lipid storage (GO:0010884)	1	21	0.027984153316514	0.101442555772363	0	0	38.3711538461538	137.219731051066	APOC4	GO_Biological_Process_2021	up
GO_Biological_Process_2021.25	cardiac muscle cell development (GO:0055013)	1	24	0.0319198157870249	0.111080958938847	0	0	33.3612040133779	114.913610595539	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.26	acylglycerol homeostasis (GO:0055090)	1	25	0.0332282900970065	0.111186970709214	0	0	31.9695512820513	108.83565874121	APOC4	GO_Biological_Process_2021	up
GO_Biological_Process_2021.27	positive regulation of glucose import (GO:0046326)	1	26	0.0345350613606547	0.11127964216211	0	0	30.6892307692308	103.293205266352	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.28	sarcomere organization (GO:0045214)	1	28	0.0371435032676452	0.111678610279018	0	0	28.4131054131054	93.5634014878002	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.29	triglyceride homeostasis (GO:0070328)	1	31	0.0410434463585474	0.111678610279018	0	0	25.5679487179487	81.6416333934617	APOC4	GO_Biological_Process_2021	up
GO_Biological_Process_2021.30	peptide cross-linking (GO:0018149)	1	31	0.0410434463585474	0.111678610279018	0	0	25.5679487179487	81.6416333934617	SPRR1A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.31	skeletal muscle organ development (GO:0060538)	1	32	0.0423400439315086	0.111678610279018	0	0	24.741935483871	78.2345437210345	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.32	positive regulation of glucose transmembrane transport (GO:0010828)	1	32	0.0423400439315086	0.111678610279018	0	0	24.741935483871	78.2345437210345	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.33	regulation of myoblast differentiation (GO:0045661)	1	34	0.0449281765490304	0.111678610279018	0	0	23.2400932400932	72.1068081716644	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.34	cardiac muscle contraction (GO:0060048)	1	34	0.0449281765490304	0.111678610279018	0	0	23.2400932400932	72.1068081716644	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.35	striated muscle tissue development (GO:0014706)	1	34	0.0449281765490304	0.111678610279018	0	0	23.2400932400932	72.1068081716644	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.36	skeletal muscle tissue development (GO:0007519)	1	37	0.0487977508038485	0.114740657295536	0	0	21.3002136752137	64.3281588341856	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.37	regulation of glucose import (GO:0046324)	1	37	0.0487977508038485	0.114740657295536	0	0	21.3002136752137	64.3281588341856	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.38	heart contraction (GO:0060047)	1	41	0.0539337053893905	0.123479799180973	0	0	19.1663461538462	55.9657243409546	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.39	myofibril assembly (GO:0030239)	1	43	0.0564916585091406	0.126019853597314	0	0	18.2518315018315	52.4495998871682	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.40	cardiac muscle tissue development (GO:0048738)	1	53	0.0691818493313732	0.149474042539697	0	0	14.7344674556213	39.3560092829153	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.41	striated muscle contraction (GO:0006941)	1	54	0.0704417901623858	0.149474042539697	0	0	14.455732946299	38.3506053315988	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.42	muscle organ development (GO:0007517)	1	58	0.0754651507447109	0.156320669399758	0	0	13.4385964912281	34.726466325654	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.43	plasma membrane organization (GO:0007009)	1	64	0.0829512090283501	0.16783151594108	0	0	12.1550671550672	30.2600723439943	FER1L6	GO_Biological_Process_2021	up
GO_Biological_Process_2021.44	fibroblast growth factor receptor signaling pathway (GO:0008543)	1	75	0.0965243203976376	0.188980629677913	0	0	10.3425155925156	24.1803906251823	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.45	actomyosin structure organization (GO:0031032)	1	76	0.0977486015575414	0.188980629677913	0	0	10.2041025641026	23.7281750663013	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.46	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	1	87	0.111110690914868	0.210144132817251	0	0	8.89400715563506	19.5421647484847	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.47	cellular amino acid catabolic process (GO:0009063)	1	90	0.114721696046825	0.212282139849356	0	0	8.59291270527226	18.6057708774936	HAL	GO_Biological_Process_2021	up
GO_Biological_Process_2021.48	cellular response to fibroblast growth factor stimulus (GO:0044344)	1	92	0.117121180606541	0.212282139849356	0	0	8.40321217244294	18.0210762994789	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.49	positive regulation of cold-induced thermogenesis (GO:0120162)	1	97	0.123092524200374	0.214180992108651	0	0	7.96354166666667	16.6821782084273	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.50	calcium ion homeostasis (GO:0055074)	1	97	0.123092524200374	0.214180992108651	0	0	7.96354166666667	16.6821782084273	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.51	cellular metal ion homeostasis (GO:0006875)	1	104	0.131387106346972	0.224130946121306	0	0	7.41971620612397	15.0591101978363	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.52	cellular divalent inorganic cation homeostasis (GO:0072503)	1	111	0.139606110434869	0.232996847835862	0	0	6.94510489510489	13.6744275937485	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.53	positive regulation of metabolic process (GO:0009893)	1	113	0.141940608451732	0.232996847835862	0	0	6.82039835164835	13.3157812542949	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.54	cellular response to oxidative stress (GO:0034599)	1	125	0.155820028222617	0.251043378803106	0	0	6.15663771712159	11.4455195301112	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.55	muscle contraction (GO:0006936)	1	129	0.160398269428878	0.253720898914771	0	0	5.96304086538461	10.9129334949894	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.56	regulation of cell motility (GO:2000145)	1	133	0.164952596297777	0.256265640676903	0	0	5.78117715617716	10.418242827789	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.57	cellular calcium ion homeostasis (GO:0006874)	1	136	0.16835271993292	0.256959414634457	0	0	5.65185185185185	10.0698704038373	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.58	protein localization to organelle (GO:0033365)	1	142	0.175113016193367	0.262669524290051	0	0	5.40971085651937	9.42546747161337	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.59	heart development (GO:0007507)	1	164	0.199450914298388	0.294105585490843	0	0	4.67437470504955	7.53596667737546	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.60	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	1	172	0.208128421460906	0.301786211118314	0	0	4.45389113810166	6.99082743652425	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.61	negative regulation of cell differentiation (GO:0045596)	1	191	0.228376015011435	0.325716611573686	0	0	4.00465587044534	5.91392289090893	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.62	endomembrane system organization (GO:0010256)	1	199	0.236751337960844	0.332215587138604	0	0	3.84129759129759	5.53432989701258	FER1L6	GO_Biological_Process_2021	up
GO_Biological_Process_2021.63	positive regulation of protein modification process (GO:0031401)	1	214	0.252219718055014	0.34830342017121	0	0	3.56807511737089	4.91486174870616	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.64	regulation of ERK1 and ERK2 cascade (GO:0070372)	1	238	0.276343110569335	0.375157539283546	0	0	3.20285621551444	4.11923191267156	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.65	membrane organization (GO:0061024)	1	242	0.280290115556673	0.375157539283546	0	0	3.1490584104692	4.00538213243445	FER1L6	GO_Biological_Process_2021	up
GO_Biological_Process_2021.66	positive regulation of phosphorylation (GO:0042327)	1	253	0.291037780091971	0.383640710121235	0	0	3.00992063492063	3.71515163665469	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.67	regulation of protein phosphorylation (GO:0001932)	1	266	0.303540362805489	0.394149426329516	0	0	2.86037735849057	3.41025826468701	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.68	positive regulation of MAPK cascade (GO:0043410)	1	274	0.311128437403264	0.398061383148293	0	0	2.77542969850662	3.2404514736592	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.69	cellular protein localization (GO:0034613)	1	329	0.361182590911041	0.455404136366095	0	0	2.30358818011257	2.34590891092475	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.70	positive regulation of multicellular organismal process (GO:0051240)	1	345	0.375073546248989	0.466162836052315	0	0	2.19465563506261	2.15215206618618	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.71	positive regulation of protein phosphorylation (GO:0001934)	1	371	0.397028091253131	0.485918766862054	0	0	2.03773388773389	1.88235309640549	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.72	negative regulation of programmed cell death (GO:0043069)	1	381	0.405272778598425	0.485918766862054	0	0	1.9830971659919	1.79112326871893	CDSN	GO_Biological_Process_2021	up
GO_Biological_Process_2021.73	positive regulation of macromolecule metabolic process (GO:0010604)	1	384	0.407724942309539	0.485918766862054	0	0	1.96726250251054	1.76495413100543	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.74	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1	404	0.423825634474017	0.495313967976091	0	0	1.86772284787173	1.60331520347987	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.75	regulation of cell migration (GO:0030334)	1	408	0.426994799979389	0.495313967976091	0	0	1.84898884898885	1.57345889837475	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.76	positive regulation of cell population proliferation (GO:0008284)	1	474	0.47692475413739	0.54537045001731	0	0	1.58562367864693	1.17399029917069	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.77	positive regulation of gene expression (GO:0010628)	1	482	0.482684191394631	0.54537045001731	0	0	1.55861186630417	1.1352814856391	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.78	positive regulation of cellular process (GO:0048522)	1	625	0.575897334416086	0.642347026848712	0	0	1.19261587771203	0.658116297912223	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.79	negative regulation of transcription by RNA polymerase II (GO:0000122)	1	684	0.609442335281251	0.671158014803403	0	0	1.08627097646131	0.537933276140213	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.80	regulation of cell population proliferation (GO:0042127)	1	764	0.650870203681183	0.707821346503286	0	0	0.968343583022482	0.415850345412183	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.81	positive regulation of transcription by RNA polymerase II (GO:0045944)	1	908	0.715018147466323	0.76798245468605	0	0	0.808498006954457	0.271208518390974	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.82	negative regulation of transcription, DNA-templated (GO:0045892)	1	948	0.730717877920016	0.775273846085871	0	0	0.77272358053773	0.242424894927919	ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.83	cellular protein modification process (GO:0006464)	1	1025	0.758627381752663	0.795187737499779	0	0	0.711726262019231	0.196610504722513	SPRR1A	GO_Biological_Process_2021	up
GO_Biological_Process_2021.84	regulation of gene expression (GO:0010468)	1	1079	0.776515508505575	0.804248205237917	0	0	0.674147281290138	0.17051791285348	FGF21	GO_Biological_Process_2021	up
GO_Biological_Process_2021.85	positive regulation of transcription, DNA-templated (GO:0045893)	1	1183	0.807436768758396	0.824402509104236	0	0	0.611447351295067	0.130782799193973	CSRP3	GO_Biological_Process_2021	up
GO_Biological_Process_2021.86	regulation of transcription by RNA polymerase II (GO:0006357)	2	2206	0.814926618194992	0.824402509104236	0	0	0.64497277676951	0.131998328258262	CSRP3;ANKRD2	GO_Biological_Process_2021	up
GO_Biological_Process_2021.87	regulation of transcription, DNA-templated (GO:0006355)	1	2244	0.959861317338545	0.959861317338545	0	0	0.30402277169999	0.0124547385587549	ANKRD2	GO_Biological_Process_2021	up
GO_Molecular_Function_2021.1	ammonia-lyase activity (GO:0016841)	1	5	0.00673238988859165	0.0430034914437984	0	0	192.009615384615	960.206501870871	HAL	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.2	telethonin binding (GO:0031433)	1	7	0.00941312053617665	0.0430034914437984	0	0	127.99358974359	597.173389417304	CSRP3	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.3	protein kinase B binding (GO:0043422)	1	8	0.0107508728609496	0.0430034914437984	0	0	109.703296703297	497.259629140004	ANKRD2	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.4	actinin binding (GO:0042805)	1	21	0.027984153316514	0.0734631271319284	0	0	38.3711538461538	137.219731051066	CSRP3	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.5	fibroblast growth factor receptor binding (GO:0005104)	1	23	0.0306096363049702	0.0734631271319284	0	0	34.8793706293706	121.604847156372	FGF21	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.6	growth factor activity (GO:0008083)	1	87	0.111110690914868	0.222221381829737	0	0	8.89400715563506	19.5421647484847	FGF21	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.7	growth factor receptor binding (GO:0070851)	1	105	0.132565861512571	0.227255762592978	0	0	7.34800295857988	14.8479309413511	FGF21	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.8	RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	1	190	0.22732289782199	0.328091920310934	0	0	4.02604802604803	5.96412238367383	ANKRD2	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.9	DNA-binding transcription factor binding (GO:0140297)	1	208	0.246068940233201	0.328091920310934	0	0	3.67261241174285	5.14952975872289	ANKRD2	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.10	receptor ligand activity (GO:0048018)	1	307	0.341596191826304	0.409915430191565	0	0	2.4719708396179	2.65520806399972	FGF21	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.11	protein kinase binding (GO:0019901)	1	506	0.499598438698695	0.545016478580394	0	0	1.48271134805788	1.0289284679223	ANKRD2	GO_Molecular_Function_2021	up
GO_Molecular_Function_2021.12	protein homodimerization activity (GO:0042803)	1	636	0.582354945544164	0.582354945544164	0	0	1.17129012719564	0.633287459450026	CDSN	GO_Molecular_Function_2021	up
GO_Cellular_Component_2021.1	cornified envelope (GO:0001533)	2	43	0.00153162161815047	0.0122529729452038	0	0	38.8917073170732	252.073809473192	CDSN;SPRR1A	GO_Cellular_Component_2021	up
GO_Cellular_Component_2021.2	triglyceride-rich plasma lipoprotein particle (GO:0034385)	1	15	0.0200665584643781	0.0405629185012738	0	0	54.8324175824176	214.323503914576	APOC4	GO_Cellular_Component_2021	up
GO_Cellular_Component_2021.3	very-low-density lipoprotein particle (GO:0034361)	1	15	0.0200665584643781	0.0405629185012738	0	0	54.8324175824176	214.323503914576	APOC4	GO_Cellular_Component_2021	up
GO_Cellular_Component_2021.4	desmosome (GO:0030057)	1	17	0.0227126314766075	0.0405629185012738	0	0	47.9735576923077	181.571954967386	CDSN	GO_Cellular_Component_2021	up
GO_Cellular_Component_2021.5	high-density lipoprotein particle (GO:0034364)	1	19	0.0253518240632961	0.0405629185012738	0	0	42.6388888888889	156.693848762057	APOC4	GO_Cellular_Component_2021	up
GO_Cellular_Component_2021.6	cell-cell junction (GO:0005911)	1	271	0.308292286165414	0.411056381553885	0	0	2.80669515669516	3.30265773937428	CDSN	GO_Cellular_Component_2021	up
GO_Cellular_Component_2021.7	nucleus (GO:0005634)	2	4484	0.990744138438575	0.99688270714157	0	0	0.276501561802767	0.00257117785241862	CSRP3;ANKRD2	GO_Cellular_Component_2021	up
GO_Cellular_Component_2021.8	intracellular membrane-bounded organelle (GO:0043231)	2	5192	0.99688270714157	0.99688270714157	0	0	0.227868978805395	0.000711443806658516	CSRP3;ANKRD2	GO_Cellular_Component_2021	up
BioPlanet_2019.110	Blockade of neurotransmitter release by botulinum toxin	1	5	0.00249770786419674	0.0454152504594996	0	0	555.166666666667	3326.77064151216	CHRNA1	BioPlanet_2019	dn
BioPlanet_2019.25	Reduction of cytosolic calcium levels	1	10	0.00498981788934786	0.0454152504594996	0	0	246.679012345679	1307.48654986014	ATP2A1	BioPlanet_2019	dn
BioPlanet_2019.31	Acetylcholine binding and downstream events	1	14	0.00697947368021334	0.0454152504594996	0	0	170.74358974359	847.704661538015	CHRNA1	BioPlanet_2019	dn
BioPlanet_2019.41	Pre-NOTCH processing in Golgi	1	18	0.00896555009334736	0.0454152504594996	0	0	130.542483660131	615.425022203049	ATP2A1	BioPlanet_2019	dn
BioPlanet_2019.51	Platelet calcium homeostasis	1	19	0.00946151051239574	0.0454152504594996	0	0	123.283950617284	574.567716360615	ATP2A1	BioPlanet_2019	dn
BioPlanet_2019.61	Ion transport by P-type ATPases	1	36	0.0178587410119325	0.0620214736937064	0	0	63.3492063492063	254.997165595292	ATP2A1	BioPlanet_2019	dn
BioPlanet_2019.71	ERBB2/ERBB3 signaling events	1	44	0.0217881685512208	0.0620214736937064	0	0	51.5426356589147	197.222132033002	CHRNA1	BioPlanet_2019	dn
BioPlanet_2019.81	Actions of nitric oxide in the heart	1	47	0.0232580526351399	0.0620214736937064	0	0	48.1739130434783	181.187090155358	CHRNA1	BioPlanet_2019	dn
BioPlanet_2019.91	Agrin in postsynaptic differentiation	1	47	0.0232580526351399	0.0620214736937064	0	0	48.1739130434783	181.187090155358	CHRNA1	BioPlanet_2019	dn
BioPlanet_2019.101	Pre-NOTCH expression and processing	1	57	0.0281433225032358	0.0656536702762866	0	0	39.5515873015873	141.216773601099	ATP2A1	BioPlanet_2019	dn
BioPlanet_2019.111	Ion channel transport	1	61	0.030091265543298	0.0656536702762866	0	0	36.9074074074074	129.305852202468	ATP2A1	BioPlanet_2019	dn
BioPlanet_2019.121	NFAT involvement in hypertrophy of the heart	1	69	0.033976614095502	0.067953228191004	0	0	32.5522875816993	110.094532313003	ATP2A1	BioPlanet_2019	dn
BioPlanet_2019.131	Platelet homeostasis	1	82	0.0402604390785999	0.0743269644527997	0	0	27.3100137174211	87.7303044353751	ATP2A1	BioPlanet_2019	dn
BioPlanet_2019.14	Pancreatic secretion	1	101	0.0493783294859183	0.0846485648330027	0	0	22.1	66.4821841215198	ATP2A1	BioPlanet_2019	dn
